sample_id,group,myeloid_clusters,myeloid_subtype,Kupffer_resident_score1,Monocyte_derived_Mph_score1,Inflammatory_Mph_score1,Injury_response_Mph_score1,Neutrophil_score1,Activated_neutrophil_score1,Interferon_response_score1,Antigen_presentation_score1
con1,Control,1,Resident Kupffer cell,1.547624754149597,-0.02078270943285143,0.08526949969826536,1.4629897349384504,-0.3853719638850178,-0.36305588324905447,0.1361105067779515,0.026944424229344288
con1,Control,4,Inflammatory neutrophil,-0.5792507461729489,0.49257677326663407,-0.09346215298221783,-0.6599986622547178,1.3541629070366847,-0.37513279854718884,0.029817870320288542,-0.6381255855938744
con1,Control,2,Antigen-presenting macrophage / Mo-Mac,-0.6034664398204483,1.1819816249326234,-0.31443035975051303,0.536127292468494,-0.48220933901989216,-0.4678099572922888,-0.21400455899388696,2.6822541072324118
con1,Control,4,Inflammatory neutrophil,-0.6655787820039715,-0.08944777417604333,0.43470289624601965,-0.7281875121866657,1.2811544490369653,0.10320054232586551,-0.15737438300838857,-0.21525643010301898
con1,Control,2,Antigen-presenting macrophage / Mo-Mac,0.7736710541781905,0.4251954738884416,0.6497167179758816,1.6982844679675348,-0.10605871780571985,0.49069344844570795,-0.32324900715333993,2.285415489470002
con1,Control,1,Resident Kupffer cell,2.1837239935874937,0.001399808141456682,-0.2648806581558496,1.7422752930159062,-0.42019398490903326,-0.7782670975887461,-0.1934824604317163,0.45324101680973305
con1,Control,2,Antigen-presenting macrophage / Mo-Mac,-0.5749995708953113,0.8320232071656437,-0.17061986911731475,1.266601855158534,-0.37315640946699763,-0.29512754037283995,-0.3507019287985386,0.06098817162133807
con1,Control,1,Resident Kupffer cell,2.275020111855205,0.08233542591250576,-0.15468289557759896,1.593667733677312,-0.5685162941151138,-0.46410590341638946,-0.0011173586477268849,0.4955796946404222
con1,Control,4,Inflammatory neutrophil,-0.6082447802340066,-0.14939744546835731,0.6102549396474748,-0.5217917292322253,0.7199198200965536,0.33745603986716266,-0.4349671226839472,0.34413734916562033
con1,Control,4,Inflammatory neutrophil,-0.5434386832876918,-0.08703647952176996,0.35159607722844655,-0.4719196431874792,1.5231116999799772,0.4666064444190874,-0.4010300825380158,1.638503119853329
con1,Control,5,Activated neutrophil,-0.6209289436361667,-0.6806782784095469,-0.038513878752149844,-0.34398933286005745,1.3316819236127346,0.048273083735940636,-0.0614787753737604,1.599580531084226
con1,Control,3,DC-like antigen-presenting myeloid,-0.6527263504316912,0.11371596480046264,0.2394212531267349,-0.26717487527944495,-0.5484421836056992,-0.6710849943398125,-0.20155129953688883,2.549830653125519
con1,Control,1,Resident Kupffer cell,1.9234445448838393,0.23775550767706932,-0.20452989551061002,0.911724288768795,-0.41347298147925826,-0.10526910893545538,0.5959476143864743,1.2607549259126705
con1,Control,3,DC-like antigen-presenting myeloid,-0.6506717789563718,0.8900894757997351,0.4158759293926705,-0.37330115127490254,-0.6145203991907316,-0.23144089770368814,-0.3123204231439962,-0.3702438556630229
con1,Control,10,IFN-responsive inflammatory neutrophil,-0.5810580763971173,0.13436174689113622,1.3841737811215284,-0.024883178871621614,0.8205083629189419,1.0886861042088243,0.05877862576390419,-0.20190294877810105
con1,Control,4,Inflammatory neutrophil,-0.6171647797721658,-0.04348514846231566,-0.08305279343759975,-0.1754733013684724,1.70445607057521,0.1279981778964765,-0.3903333702830443,0.19864236297437432
con1,Control,2,Antigen-presenting macrophage / Mo-Mac,-0.6283904843771015,0.09667215233541593,-0.5679550074813788,3.5789907929603317,-0.5177330717009292,-0.9121951710893087,-0.42071926005812166,-0.1278663825046341
con1,Control,7,Monocyte-derived macrophage,-0.6810634183746431,0.6231478778085617,-0.6513239866200617,0.7294027862638093,-0.32363616461991984,-1.036575688685603,-0.45709697807229166,0.44653370701878803
