"axis","pathway_name","n_lr_pairs","mean_score_control","mean_score_apap","mean_delta","max_delta"
"Fibroblast / stellate -> Endothelial","CEACAM",1,0.0132802659007894,0.00599693111141935,-0.00728333478937009,-0.00728333478937009
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","IL4",1,0.00314741410631448,0.0104178466335385,0.00727043252722406,0.00727043252722406
"Inflammatory neutrophil -> Endothelial","MHC-II",3,0.0187316809082474,0.0115445738494708,-0.00718710705877659,-0.0057366402552206
"Inflammatory neutrophil -> Endothelial","MIF",1,0.0342950858134158,0.0414407692022344,0.00714568338881862,0.00714568338881862
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","SEMA3",1,0.0541597144864377,0.0470859322994664,-0.00707378218697127,-0.00707378218697127
"Inflammatory neutrophil -> Endothelial","AGRN",1,0.0111666055827929,0.018177184520728,0.00701057893793501,0.00701057893793501
"Monocyte-derived macrophage / DC-like -> NK cell","GDF",1,0.0467959206132605,0.0398488592440167,-0.00694706136924387,-0.00694706136924387
"Kupffer cell -> Endothelial","SEMA4",3,0.0239029530570648,0.0170263102430355,-0.00687664281402927,-0.00391720902341874
"Fibroblast / stellate -> Kupffer cell","SEMA4",4,0.0461892464193368,0.0393235543201712,-0.00686569209916566,0.018430529473357
"Activated neutrophil -> Endothelial","IL16",1,0.0142978869580403,0.0074908868527011,-0.00680700010533925,-0.00680700010533925
"Neutrophil -> Endothelial","CCL",10,0.035832797317427,0.0426375484533553,0.00680475113592826,0.110783252782023
"Kupffer cell -> Endothelial","COLLAGEN",2,0.0125212687022945,0.00576209636607484,-0.00675917233621968,-0.00513088262670121
"Neutrophil -> Endothelial","SEMA4",3,0.0429037118655038,0.0361462463512984,-0.00675746551420539,-0.00266817854014643
"Kupffer cell -> Inflammatory neutrophil","PECAM2",1,0.0194622959259043,0.0261668899931068,0.00670459406720256,0.00670459406720256
"Activated neutrophil -> Endothelial","CCL",12,0.05866765041142,0.0653187501812739,0.00665109976985393,0.172963074082
"Kupffer cell -> Neutrophil","GDF",1,0.0236397103280462,0.0171401266200272,-0.00649958370801891,-0.00649958370801891
"Monocyte-derived macrophage / DC-like -> NK cell","CD52",1,0.0796386749193829,0.0860302232959305,0.00639154837654762,0.00639154837654762
"Kupffer cell -> Endothelial","ANGPT",1,0.00832013365539475,0.0146636154550898,0.00634348179969508,0.00634348179969508
"Fibroblast / stellate -> Kupffer cell","CD34",1,0.0152041827895456,0.00892838529822909,-0.00627579749131652,-0.00627579749131652
"Fibroblast / stellate -> Kupffer cell","ESAM",1,0.0149727346234042,0.0087771839783134,-0.00619555064509083,-0.00619555064509083
"Inflammatory neutrophil -> Endothelial","ADGRG",1,0.0990880155509638,0.105270814846591,0.006182799295627,0.006182799295627
"Monocyte-derived macrophage / DC-like -> NK cell","PECAM1",1,0.0209842699081012,0.0148019879193647,-0.00618228198873645,-0.00618228198873645
"Monocyte-derived macrophage / DC-like -> T cell","PECAM2",1,0.0156168019415033,0.00946189542777331,-0.00615490651372999,-0.00615490651372999
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","CEACAM",1,0.0100609065549741,0.00399481407386473,-0.00606609248110942,-0.00606609248110942
"Fibroblast / stellate -> Kupffer cell","IGF",1,0.0204931858669899,0.0264308530806368,0.00593766721364691,0.00593766721364691
"Fibroblast / stellate -> Endothelial","CHEMERIN",1,0.0197253990664148,0.0256575002728663,0.00593210120645147,0.00593210120645147
"Kupffer cell -> Inflammatory neutrophil","MHC-II",5,0.0738202804137086,0.0678931584266038,-0.0059271219871048,-0.00258009997623017
"Fibroblast / stellate -> Endothelial","TWEAK",1,0.0275789732997198,0.0216669348891857,-0.00591203841053416,-0.00591203841053416
"Fibroblast / stellate -> Endothelial","MIF",1,0.0784846258798235,0.0843884735704115,0.00590384769058805,0.00590384769058805
"Kupffer cell -> Neutrophil","TNF",1,0.0386212765306847,0.0327353802364704,-0.00588589629421435,-0.00588589629421435
"Activated neutrophil -> Endothelial","PARs",2,0.108641939831611,0.114474349642091,0.00583240981048077,0.0629183463284085
"Kupffer cell -> Endothelial","COMPLEMENT",1,0.00600584591900472,0.0118299568407042,0.00582411092169953,0.00582411092169953
"Fibroblast / stellate -> Endothelial","KIT",1,0.0415458539656074,0.0357632478580223,-0.00578260610758512,-0.00578260610758512
"Fibroblast / stellate -> Kupffer cell","LAMININ",19,0.19501269854935,0.200783210555974,0.00577051200662353,0.132443827243267
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","NECTIN",1,0.00428811073489789,0.0100498466255826,0.00576173589068474,0.00576173589068474
"Fibroblast / stellate -> Kupffer cell","IL16",1,0.0105090475150109,0.00482686788876805,-0.00568217962624281,-0.00568217962624281
"Inflammatory neutrophil -> Endothelial","IL4",1,0.0193001780504088,0.0249717860308878,0.00567160798047897,0.00567160798047897
"Fibroblast / stellate -> Kupffer cell","TWEAK",1,0.0218615554883895,0.0162156497028431,-0.00564590578554643,-0.00564590578554643
"Fibroblast / stellate -> Kupffer cell","GAP",1,0.0083792284584011,0.0139670188427641,0.00558779038436295,0.00558779038436295
"Inflammatory neutrophil -> Endothelial","CSF",1,0.0291442237003757,0.0347179361530487,0.00557371245267295,0.00557371245267295
"Monocyte-derived macrophage / DC-like -> T cell","CD137",1,0.00532687363723786,0.0108791803255863,0.00555230668834842,0.00555230668834842
"Kupffer cell -> Neutrophil","SIRP",3,0.0562582784609284,0.0617933503826298,0.00553507192170139,0.015843922778163
"Monocyte-derived macrophage / DC-like -> T cell","KLK",1,0.0142289560995308,0.0087587335682021,-0.00547022253132871,-0.00547022253132871
"Kupffer cell -> Endothelial","VTN",1,0.0134455568814192,0.0080145816994577,-0.00543097518196153,-0.00543097518196153
"Monocyte-derived macrophage / DC-like -> T cell","PVR",1,0.0286394100679019,0.0340640623453849,0.00542465227748296,0.00542465227748296
"Kupffer cell -> Inflammatory neutrophil","MHC-I",16,0.0688975487781174,0.074228344620297,0.00533079584217961,0.0307161817006846
"Kupffer cell -> Neutrophil","SN",1,0.0478392245879,0.0425351041743165,-0.00530412041358348,-0.00530412041358348
"Fibroblast / stellate -> Endothelial","NRXN",2,0.031932921382812,0.026641351394162,-0.00529156998865007,0.00608840961616799
"Fibroblast / stellate -> Kupffer cell","TULP",3,0.0135163052090837,0.0187880991498384,0.00527179394075466,0.0128388101737715
"Kupffer cell -> Endothelial","NOTCH",1,0.0119354062215303,0.00671494554280188,-0.00522046067872844,-0.00522046067872844
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","NCAM",2,0.0237545318744316,0.0289729689897787,0.00521843711534716,0.00917348299952769
"Fibroblast / stellate -> Endothelial","EPHA",2,0.0117667620469134,0.0169445196873935,0.00517775764048009,0.00544725090461303
"Kupffer cell -> Neutrophil","EGF",1,0.0100576573256307,0.0048935822225898,-0.00516407510304092,-0.00516407510304092
"Inflammatory neutrophil -> Endothelial","KLK",2,0.041528864941734,0.0465790424591826,0.00505017751744854,0.0212642373954015
"Inflammatory neutrophil -> Endothelial","MK",1,0.0137452215015024,0.0187720941083619,0.0050268726068595,0.0050268726068595
"Kupffer cell -> Endothelial","FN1",2,0.0125334867553296,0.00752492802936048,-0.00500855872596915,-0.00341651518321796
"Kupffer cell -> Neutrophil","ADGRE",5,0.0525477961232923,0.0476228522435578,-0.00492494387973455,0.0226491219437222
"Kupffer cell -> Inflammatory neutrophil","CD80",1,0.0111346444227619,0.00623182384247916,-0.00490282058028277,-0.00490282058028277
"Kupffer cell -> Inflammatory neutrophil","SIRP",3,0.0423958539209822,0.0472662338156304,0.00487037989464816,0.0122749276069444
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","IL16",1,0.0101880081178425,0.00535717903533513,-0.0048308290825074,-0.0048308290825074
"Activated neutrophil -> Endothelial","MIF",1,0.058822158788333,0.0636349486753431,0.00481278988701007,0.00481278988701007
"Fibroblast / stellate -> Kupffer cell","FGF",3,0.0090963856164763,0.0138854451845364,0.00478905956806008,0.0126394642609131
"Monocyte-derived macrophage / DC-like -> NK cell","CD80",1,0.00882815981247181,0.0135042326174298,0.00467607280495804,0.00467607280495804
"Kupffer cell -> Endothelial","SELPLG",3,0.0958063433801497,0.100394139174363,0.00458779579421327,0.0348767113318183
"Fibroblast / stellate -> Kupffer cell","CDH5",1,0.0318516305588522,0.0363749954726728,0.00452336491382065,0.00452336491382065
"Fibroblast / stellate -> Kupffer cell","TNF",2,0.0177572560444187,0.0221500381016824,0.00439278205726372,0.0050277791999941
"Kupffer cell -> Neutrophil","IGF",1,0.222165410403099,0.217775407559023,-0.00439000284407659,-0.00439000284407659
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","EPHA",2,0.0063075783808942,0.0106203405268378,0.00431276214594357,0.00450173273076558
"Activated neutrophil -> Endothelial","IGF",1,0.0127397727183082,0.00843188405061222,-0.00430788866769603,-0.00430788866769603
"Kupffer cell -> Endothelial","CD39",2,0.0163197802963672,0.0206061388841595,0.00428635858779228,0.00903173941798864
"Inflammatory neutrophil -> Endothelial","SEMA6",2,0.0360700797796023,0.0317939721914592,-0.00427610758814304,0.00458863473476469
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","TULP",1,0.00692032315887729,0.0111522041577391,0.0042318809988618,0.0042318809988618
"Inflammatory neutrophil -> Endothelial","CD39",1,0.0195355215486639,0.015335468968955,-0.00420005257970885,-0.00420005257970885
"Kupffer cell -> Neutrophil","PECAM2",1,0.0247133068324672,0.0205837269939302,-0.00412957983853702,-0.00412957983853702
"Fibroblast / stellate -> Kupffer cell","ADGRG",8,0.0483520353037844,0.0442231404412305,-0.00412889486255392,0.0131937922444148
"Kupffer cell -> Endothelial","SEMA6",3,0.0302533086869001,0.0261275881332065,-0.00412572055369362,0.0203942211961492
"Inflammatory neutrophil -> Endothelial","GDF",1,0.00996080241178757,0.0140732876270299,0.00411248521524235,0.00411248521524235
"Fibroblast / stellate -> Kupffer cell","NRXN",2,0.0150761593154074,0.0191831535398147,0.00410699422440725,0.00995429175481903
"Fibroblast / stellate -> Endothelial","NCAM",1,0.0216500818929632,0.0256785353052497,0.00402845341228649,0.00402845341228649
"Kupffer cell -> Neutrophil","COMPLEMENT",1,0.00773745276168694,0.0117304550042124,0.00399300224252547,0.00399300224252547
"Kupffer cell -> Endothelial","HSPG",1,0.0125093845753519,0.00853566485277684,-0.0039737197225751,-0.0039737197225751
"Fibroblast / stellate -> Kupffer cell","PTPRM",1,0.0120566189251946,0.00822466284223284,-0.00383195608296177,-0.00383195608296177
"Neutrophil -> Endothelial","FN1",1,0.0107638148673513,0.0069324648958227,-0.00383134997152862,-0.00383134997152862
"Activated neutrophil -> Endothelial","FASLG",1,0.00902769948076862,0.0127552392967698,0.00372753981600121,0.00372753981600121
"Fibroblast / stellate -> Kupffer cell","ICOS",1,0.0204815639461527,0.0168864350742704,-0.00359512887188228,-0.00359512887188228
"Neutrophil -> Endothelial","AGRN",1,0.00677012453145107,0.0103276641241621,0.003557539592711,0.003557539592711
"Kupffer cell -> Inflammatory neutrophil","COMPLEMENT",2,0.0141546857489497,0.0106058248989656,-0.00354886084998413,0.00524715392445916
"Fibroblast / stellate -> Endothelial","PTPRM",1,0.0112508643248781,0.00770632252415554,-0.00354454180072257,-0.00354454180072257
"Monocyte-derived macrophage / DC-like -> NK cell","ICOS",2,0.0374133449294395,0.0409573012480603,0.00354395631862086,0.0148465340304053
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","PECAM2",1,0.0121776531199944,0.00870058228613408,-0.00347707083386029,-0.00347707083386029
"Fibroblast / stellate -> Kupffer cell","PECAM2",1,0.0655073465686493,0.0689800315533118,0.00347268498466242,0.00347268498466242
"Activated neutrophil -> Endothelial","GRN",1,0.00886429661727063,0.0121511349960258,0.00328683837875518,0.00328683837875518
"Kupffer cell -> Endothelial","ADGRA",1,0.0167724028145907,0.0135721926117029,-0.00320021020288777,-0.00320021020288777
"Kupffer cell -> Neutrophil","CADM",1,0.0243222479044454,0.0211809585916545,-0.00314128931279086,-0.00314128931279086
"Kupffer cell -> Endothelial","MK",1,0.0246899834745572,0.021604587627834,-0.00308539584672322,-0.00308539584672322
"Kupffer cell -> Endothelial","IGF",1,0.1633716338606,0.16645346036019,0.00308182649959038,0.00308182649959038
"Monocyte-derived macrophage / DC-like -> NK cell","LAMININ",1,0.00967346206193895,0.0127267020200221,0.00305323995808319,0.00305323995808319
"Kupffer cell -> Endothelial","PARs",2,0.166339371173367,0.16331445124722,-0.00302491992614771,0.0973422958097522
"Fibroblast / stellate -> Endothelial","SEMA4",3,0.0161458619733036,0.0132004589425021,-0.00294540303080152,0.00434738843826351
"Kupffer cell -> Endothelial","CD86",2,0.0242351887748223,0.0270799372338133,0.00284474845899102,0.00593454794927945
"Monocyte-derived macrophage / DC-like -> NK cell","THBS",3,0.139567487880483,0.136753412567872,-0.00281407531261041,0.0105622513255793
"Neutrophil -> Endothelial","LAMININ",1,0.0129534630949592,0.0102029622937006,-0.00275050080125868,-0.00275050080125868
"Kupffer cell -> Inflammatory neutrophil","PARs",1,0.00810349668288131,0.0108236425334746,0.00272014585059326,0.00272014585059326
"Monocyte-derived macrophage / DC-like -> T cell","PECAM1",1,0.0191088911195187,0.0164943907291039,-0.00261450039041485,-0.00261450039041485
"Monocyte-derived macrophage / DC-like -> NK cell","PARs",4,0.0218630526309233,0.0244769382195253,0.00261388558860199,0.0173062477122864
"Fibroblast / stellate -> Endothelial","SELL",2,0.0719296629895059,0.0693163175221267,-0.00261334546737923,0.00625502878035512
"Fibroblast / stellate -> Endothelial","TNF",1,0.0372748304493813,0.0346897554085122,-0.00258507504086915,-0.00258507504086915
"Neutrophil -> Endothelial","COLLAGEN",1,0.00743580037015678,0.0100126387195684,0.00257683834941162,0.00257683834941162
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","BST2",1,0.0197780586182548,0.0172031365058605,-0.00257492211239439,-0.00257492211239439
"Activated neutrophil -> Endothelial","EPHB",1,0.00794421233193626,0.0104664335121875,0.00252222118025124,0.00252222118025124
"Activated neutrophil -> Endothelial","ICAM",1,0.0120812152379293,0.0145431734894046,0.00246195825147522,0.00246195825147522
"Fibroblast / stellate -> Kupffer cell","PARs",1,0.0118781839844436,0.00945308459781802,-0.00242509938662562,-0.00242509938662562
"Kupffer cell -> Neutrophil","CD45",2,0.092869728832198,0.0905014246154802,-0.00236830421671778,0.020404836612673
"Monocyte-derived macrophage / DC-like -> T cell","LAMININ",1,0.00795907575057881,0.0103270522955712,0.0023679765449924,0.0023679765449924
"Inflammatory neutrophil -> Endothelial","ANNEXIN",2,0.0236264069135893,0.0259547607919654,0.00232835387837615,0.0156754762945879
"Fibroblast / stellate -> Endothelial","NOTCH",2,0.0159009221897561,0.0181923654163977,0.00229144322664157,0.0238314771862845
"Fibroblast / stellate -> Endothelial","CDH5",1,0.0592524887158626,0.0614701419835818,0.00221765326771923,0.00221765326771923
"Fibroblast / stellate -> Endothelial","COMPLEMENT",2,0.0191622253317872,0.0213406186126697,0.00217839328088244,0.0223421557170634
"Monocyte-derived macrophage / DC-like -> NK cell","SELL",1,0.00872089602173723,0.0108584130953008,0.00213751707356358,0.00213751707356358
"Fibroblast / stellate -> Kupffer cell","CSF",2,0.412149510061457,0.410150069533935,-0.00199944052752188,0.0263725231283913
"Inflammatory neutrophil -> Endothelial","LAMININ",1,0.0129587366051134,0.0109713707057973,-0.00198736589931608,-0.00198736589931608
"Fibroblast / stellate -> Kupffer cell","PECAM1",1,0.0189886733651463,0.0170638175371942,-0.00192485582795212,-0.00192485582795212
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","CLEC",4,0.0313188329311026,0.033237551307519,0.00191871837641646,0.00793610543374493
"Fibroblast / stellate -> Endothelial","TULP",1,0.011536335624607,0.0096354341605596,-0.00190090146404738,-0.00190090146404738
"Kupffer cell -> Neutrophil","LAMININ",5,0.0190939592765852,0.0209933766592811,0.00189941738269586,0.0121245925838828
"Monocyte-derived macrophage / DC-like -> T cell","MHC-I",22,0.300844737996607,0.298948103193455,-0.00189663480315139,0.162473573405196
"Kupffer cell -> Inflammatory neutrophil","SN",1,0.0207709294235996,0.0188840254510952,-0.00188690397250437,-0.00188690397250437
"Fibroblast / stellate -> Kupffer cell","CD52",1,0.0359553088042886,0.0377521948538621,0.00179688604957343,0.00179688604957343
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","TNF",2,0.0148383287721967,0.0165808979537661,0.00174256918156935,0.0027612976724115
"Monocyte-derived macrophage / DC-like -> NK cell","COLLAGEN",3,0.0122143075558992,0.0138447002694269,0.00163039271352771,0.0105588221536432
"Kupffer cell -> Endothelial","ICAM",2,0.0225377247481398,0.0241603268056078,0.00162260205746799,0.00849951567088715
"Activated neutrophil -> Endothelial","CD39",1,0.00939502177675586,0.0110120547853229,0.001617033008567,0.001617033008567
"Fibroblast / stellate -> Endothelial","MPZ",1,0.0356612599331294,0.0340717030340698,-0.0015895568990596,-0.0015895568990596
"Inflammatory neutrophil -> Endothelial","PARs",2,0.176898535148925,0.178464363340351,0.00156582819142605,0.0774904346215388
"Kupffer cell -> Endothelial","EGF",1,0.0108190746209241,0.00931688542753553,-0.00150218919338858,-0.00150218919338858
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","ADGRG",5,0.021210565316675,0.0197109760654018,-0.00149958925127321,0.00670055728169843
"Monocyte-derived macrophage / DC-like -> T cell","COLLAGEN",2,0.013889078115375,0.0124007121022148,-0.00148836601316019,0.00849924763668145
"Monocyte-derived macrophage / DC-like -> NK cell","ICAM",2,0.138817491115082,0.137390612015081,-0.00142687910000119,0.00874006665554405
"Inflammatory neutrophil -> Endothelial","CCL",13,0.0709509821777759,0.0723272943504789,0.001376312172703,0.203815998261061
"Fibroblast / stellate -> Endothelial","CSF",1,0.0137197552385343,0.0123445678505882,-0.00137518738794605,-0.00137518738794605
"Activated neutrophil -> Endothelial","LAMININ",2,0.00866547360103837,0.00732021416621259,-0.00134525943482578,0.00917051741930043
"Neutrophil -> Endothelial","ADGRG",2,0.0141139881325007,0.0128073559144868,-0.00130663221801392,0.00673182956483444
"Activated neutrophil -> Endothelial","CD200",1,0.0104786679273309,0.0117534644502856,0.0012747965229547,0.0012747965229547
"Monocyte-derived macrophage / DC-like -> NK cell","KLK",1,0.0155073756941026,0.0167495613900905,0.00124218569598793,0.00124218569598793
"Fibroblast / stellate -> Kupffer cell","CADM",2,0.073910571471974,0.0726751785745549,-0.00123539289741907,0.0385782523911121
"Kupffer cell -> Inflammatory neutrophil","PECAM1",2,0.0292700475154324,0.0304847266339458,0.00121467911851337,0.00461132184047617
"Kupffer cell -> Endothelial","SIRP",3,0.104351062134374,0.103138259350268,-0.00121280278410579,0.02388711801226
"Activated neutrophil -> Endothelial","ANNEXIN",2,0.0209320891729198,0.0197291885730215,-0.00120290059989838,0.0102041309628834
"Fibroblast / stellate -> Kupffer cell","SEMA3",1,0.0280521045690504,0.0269060615068743,-0.0011460430621761,-0.0011460430621761
"Kupffer cell -> Inflammatory neutrophil","CADM",2,0.0164039563449586,0.0175141203359348,0.00111016399097629,0.0144537836307562
"Inflammatory neutrophil -> Endothelial","VEGF",3,0.125423850390617,0.124347637505593,-0.00107621288502359,0.03540745309336
"Neutrophil -> Endothelial","MIF",1,0.0286415470941895,0.0296236346022186,0.000982087508029066,0.000982087508029066
"Kupffer cell -> Inflammatory neutrophil","CD39",1,0.0209525335370972,0.0200214029886366,-0.000931130548460626,-0.000931130548460626
"Monocyte-derived macrophage / DC-like -> NK cell","MK",1,0.0299987933688192,0.0308775434697037,0.000878750100884566,0.000878750100884566
"Inflammatory neutrophil -> Endothelial","ICAM",1,0.0150149608769775,0.015880690684174,0.000865729807196406,0.000865729807196406
"Fibroblast / stellate -> Kupffer cell","NCAM",1,0.0118088876078465,0.0109577211866614,-0.000851166421185051,-0.000851166421185051
"Kupffer cell -> Inflammatory neutrophil","LAMININ",7,0.0266055456272187,0.0257889959276944,-0.000816549699524333,0.0170402356773695
"Neutrophil -> Endothelial","COMPLEMENT",2,0.00898954221516688,0.0081873390047208,-0.000802203210446089,0.0071193149871432
"Monocyte-derived macrophage / DC-like -> NK cell","CD200",3,0.0174807663559672,0.0181817210081889,0.000700954652221639,0.00307958221985339
"Fibroblast / stellate -> Endothelial","ncWNT",9,0.0515332082857344,0.0508702846185653,-0.000662923667169159,0.0321052129212235
"Inflammatory neutrophil -> Endothelial","GRN",1,0.0135057084955492,0.0128743671046241,-0.000631341390925138,-0.000631341390925138
"Kupffer cell -> Endothelial","AGRN",1,0.0168962177778542,0.0175184223883803,0.000622204610526058,0.000622204610526058
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","CD6",1,0.0179813232441746,0.018583465965004,0.000602142720829372,0.000602142720829372
"Monocyte-derived macrophage / DC-like -> T cell","MK",1,0.0329394736205396,0.0335323967392158,0.000592923118676224,0.000592923118676224
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","CADM",2,0.0247726183958691,0.0241981958810687,-0.00057442251480045,0.0128451574033873
"Kupffer cell -> Inflammatory neutrophil","MK",1,0.0126607382253782,0.0121484836890983,-0.000512254536279944,-0.000512254536279944
"Fibroblast / stellate -> Endothelial","CCL",14,0.0277650462679414,0.027260965142294,-0.00050408112564738,0.109216155203112
"Fibroblast / stellate -> Endothelial","SEMA6",2,0.00879206545924474,0.00830177136350389,-0.000490294095740849,0.00707119890992243
"Monocyte-derived macrophage / DC-like -> NK cell","GRN",1,0.0102742662817333,0.00980131365187267,-0.000472952629860598,-0.000472952629860598
"Kupffer cell -> Neutrophil","ICAM",2,0.0786750802409432,0.0782114438014639,-0.000463636439479363,0.00473959330968562
"Monocyte-derived macrophage / DC-like -> T cell","JAM",1,0.0113845876002712,0.0109413071778403,-0.000443280422430914,-0.000443280422430914
"Kupffer cell -> Neutrophil","MK",1,0.0107965919496083,0.0112331368501589,0.000436544900550603,0.000436544900550603
"Neutrophil -> Endothelial","CEACAM",6,0.040998433556519,0.0406069908602159,-0.000391442696303132,0.0104499446645475
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","SLITRK",1,0.0110937750798646,0.0112352300414553,0.000141454961590723,0.000141454961590723
"Fibroblast / stellate -> Endothelial","NECTIN",2,0.0123240231646508,0.0124498308341974,0.000125807669546594,0.00667806074792556
"Kupffer cell -> Inflammatory neutrophil","FASLG",1,0.0102068371219773,0.0101217115188824,-8.51256030948329e-05,-8.51256030948329e-05
"Fibroblast / stellate -> Kupffer cell","GRN",1,0.0153264993037354,0.0152740078711638,-5.24914325716382e-05,-5.24914325716382e-05
"Fibroblast / stellate -> Endothelial","SEMA5",1,0.0211659030619506,0.0211225139961451,-4.33890658055533e-05,-4.33890658055533e-05
