"source","target","ligand","receptor","pathway_name","annotation","score_control","exprL_control","exprR_control","score_apap","exprL_apap","exprR_apap","delta_score","max_score","axis"
"Fibroblast / stellate","Kupffer cell","Angptl2","Tlr4","ANGPTL","Secreted Signaling",0.111708104795817,0.521146214512978,0.21435079385583,0.0602283579020857,0.561220217909984,0.107316800036855,-0.0514797468937315,0.111708104795817,"Fibroblast / stellate -> Kupffer cell"
"Inflammatory neutrophil","Endothelial","Tnfsf14","Ltbr","LIGHT","Secreted Signaling",0.103567831209149,0.269206576835453,0.3847150854433,0.0522325482832915,0.245657782267154,0.212623218370051,-0.0513352829258578,0.103567831209149,"Inflammatory neutrophil -> Endothelial"
"Fibroblast / stellate","Kupffer cell","Lgals9","Ptprc","GALECTIN","Secreted Signaling",0.644654337158674,0.463712039782141,1.39020400993156,0.695971955814351,0.48078718324688,1.44756761424935,0.0513176186556773,0.695971955814351,"Fibroblast / stellate -> Kupffer cell"
"Activated neutrophil","Endothelial","F2","F2r","PARs","Secreted Signaling",0.0672780808662161,0.0550857270963025,1.22133417152865,0.0160245541587691,0.0155811150223375,1.02846003869402,-0.051253526707447,0.0672780808662161,"Activated neutrophil -> Endothelial"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Cxcl2","Cxcr2","CXCL","Secreted Signaling",0.00224604910485157,0.0810592956031171,0.0277087172808494,0.0533254078801379,0.414666108837023,0.128598423511617,0.0510793587752863,0.0533254078801379,"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like"
"Monocyte-derived macrophage / DC-like","NK cell","Cd55","Adgre5","ADGRE","Cell-Cell Contact",0.106678931878295,0.0825877830351688,1.29170354207072,0.0556754779499481,0.0566500858532289,0.982796003066865,-0.0510034539283474,0.106678931878295,"Monocyte-derived macrophage / DC-like -> NK cell"
"Fibroblast / stellate","Kupffer cell","Sirpb1b","Cd47","SIRP","Cell-Cell Contact",0.00937429902985193,0.00553913711350608,1.69237533531975,0.0601996154281875,0.0277805693502072,2.16696838244385,0.0508253163983356,0.0601996154281875,"Fibroblast / stellate -> Kupffer cell"
"Neutrophil","Endothelial","Lgals9","Ptprc","GALECTIN","Secreted Signaling",0.1811866002499,0.542941189082361,0.333713123802834,0.231938213921143,0.489267585519589,0.474051870153694,0.0507516136712437,0.231938213921143,"Neutrophil -> Endothelial"
"Activated neutrophil","Endothelial","H2-K1","Cd8a","MHC-I","Cell-Cell Contact",0.0806688436986497,2.92760969389484,0.0275545076472708,0.131327197785117,2.98926596436246,0.0439329251230164,0.0506583540864676,0.131327197785117,"Activated neutrophil -> Endothelial"
"Inflammatory neutrophil","Endothelial","Cdh5","Cdh5","CDH5","Cell-Cell Contact",0.0783459979516181,0.0440824289231774,1.77726136842759,0.0277201266522375,0.0176616000390071,1.56951389404217,-0.0506258712993806,0.0783459979516181,"Inflammatory neutrophil -> Endothelial"
"Fibroblast / stellate","Kupffer cell","Thbs3","Sdc4","THBS","ECM-Receptor",0.0414406820092627,0.278496795970041,0.148801288233566,0.0920638836245301,0.22546660049073,0.408326037755269,0.0506232016152674,0.0920638836245301,"Fibroblast / stellate -> Kupffer cell"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Ccl27a","Ccr2","CCL","Secreted Signaling",0.174823129173176,0.0818071428027742,2.13701546324201,0.124693360132028,0.0907627769679491,1.37383808977177,-0.0501297690411479,0.174823129173176,"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like"
"Fibroblast / stellate","Endothelial","H2-K1","Cd8a","MHC-I","Cell-Cell Contact",0.0603422860185504,2.18992430534418,0.0275545076472708,0.110291028354655,2.510441270319,0.0439329251230164,0.0499487423361044,0.110291028354655,"Fibroblast / stellate -> Endothelial"
"Kupffer cell","Inflammatory neutrophil","Angptl7","Pirb","ANGPTL","Secreted Signaling",0.072144605586154,0.0523956068073068,1.37692089055247,0.0223576091953414,0.0199068198796267,1.12311305022772,-0.0497869963908126,0.072144605586154,"Kupffer cell -> Inflammatory neutrophil"
"Kupffer cell","Endothelial","Vegfa","Flt1","VEGF","Secreted Signaling",0.0423820873784088,0.024058052506524,1.7616591104752,0.0921393707225336,0.0506358608581143,1.81964657381288,0.0497572833441248,0.0921393707225336,"Kupffer cell -> Endothelial"
"Monocyte-derived macrophage / DC-like","NK cell","Ccl5","Ccr1","CCL","Secreted Signaling",0.029355027728395,1.14655544092395,0.0256027983302222,0.0788545549395789,1.27674322270213,0.0617622663174898,0.0494995272111839,0.0788545549395789,"Monocyte-derived macrophage / DC-like -> NK cell"
"Neutrophil","Endothelial","Ctsg","F2r","PARs","Secreted Signaling",0.00617665058782769,0.00505729777469243,1.22133417152865,0.0555675325141631,0.0540298411445575,1.02846003869402,0.0493908819263354,0.0555675325141631,"Neutrophil -> Endothelial"
"Fibroblast / stellate","Kupffer cell","Angptl7","Pirb","ANGPTL","Secreted Signaling",0.231543363498475,0.250081476584804,0.92587170653544,0.182301597369205,0.219035557064872,0.832292253422637,-0.0492417661292706,0.231543363498475,"Fibroblast / stellate -> Kupffer cell"
"Fibroblast / stellate","Kupffer cell","H2-D1","Cd8b1","MHC-I","Cell-Cell Contact",0.252677117808772,2.69394910728463,0.0937943174670654,0.203487049051853,2.87774660838037,0.070710551255372,-0.0491900687569189,0.252677117808772,"Fibroblast / stellate -> Kupffer cell"
"Kupffer cell","Endothelial","Lgals9","Cd44","GALECTIN","Secreted Signaling",0.0879542358827779,0.743643692626599,0.118274701654656,0.13677661617272,0.865136180901777,0.158098365543042,0.0488223802899425,0.13677661617272,"Kupffer cell -> Endothelial"
"Kupffer cell","Endothelial","Thbs1","Cd36","THBS","ECM-Receptor",0.0243420923455853,0.0141211226077129,1.72380716617316,0.0729578693009088,0.0660457890242586,1.10465588160528,0.0486157769553235,0.0729578693009088,"Kupffer cell -> Endothelial"
"Fibroblast / stellate","Endothelial","Spp1","Cd44","SPP1","Secreted Signaling",0.0797040515026595,0.673889262772211,0.118274701654656,0.128105200295997,0.810287948619687,0.158098365543042,0.0484011487933374,0.128105200295997,"Fibroblast / stellate -> Endothelial"
"Monocyte-derived macrophage / DC-like","T cell","Icosl","Cd28","ICOS","Cell-Cell Contact",0.152249958207092,0.280772683652418,0.542253456520612,0.200332575414322,0.283939723130817,0.705546139178366,0.0480826172072299,0.200332575414322,"Monocyte-derived macrophage / DC-like -> T cell"
"Fibroblast / stellate","Kupffer cell","Col4a6","Sdc4","COLLAGEN","ECM-Receptor",0.0194631140601061,0.130799365322401,0.148801288233566,0.0675199098323788,0.165357835624597,0.408326037755269,0.0480567957722727,0.0675199098323788,"Fibroblast / stellate -> Kupffer cell"
"Activated neutrophil","Endothelial","H2-Eb1","Cd4","MHC-II","Cell-Cell Contact",0.0949235843135942,3.09754418159511,0.030644787854071,0.0468946983555848,2.96694952288327,0.0158056947022182,-0.0480288859580094,0.0949235843135942,"Activated neutrophil -> Endothelial"
"Monocyte-derived macrophage / DC-like","NK cell","Clec2i","Klrb1a","CLEC","Cell-Cell Contact",0.158754885233816,0.341839829712397,0.464413071371417,0.110750820053597,0.254546637436664,0.435090485456338,-0.0480040651802194,0.158754885233816,"Monocyte-derived macrophage / DC-like -> NK cell"
"Kupffer cell","Neutrophil","Bst2","Pira2","BST2","Cell-Cell Contact",0.0848541542464615,1.41660633369951,0.0598996010591469,0.0370769085290103,1.54198007019796,0.0240449985350655,-0.0477772457174512,0.0848541542464615,"Kupffer cell -> Neutrophil"
"Activated neutrophil","Endothelial","Gas6","Mertk","GAS","Secreted Signaling",0.0794888695470848,0.0786647161293859,1.01047678626773,0.0317317830539184,0.0688115425299642,0.461140411728174,-0.0477570864931664,0.0794888695470848,"Activated neutrophil -> Endothelial"
"Kupffer cell","Inflammatory neutrophil","Thbs1","Cd47","THBS","ECM-Receptor",0.0113718934804041,0.0141211226077129,0.805310866304129,0.0590808092246025,0.0660457890242586,0.894543166149505,0.0477089157441984,0.0590808092246025,"Kupffer cell -> Inflammatory neutrophil"
"Kupffer cell","Neutrophil","H2-T23","Cd8a","MHC-I","Cell-Cell Contact",0.0214271284677188,1.40216993272722,0.0152814063171666,0.0690892406425585,1.64103816475546,0.0421009347170507,0.0476621121748397,0.0690892406425585,"Kupffer cell -> Neutrophil"
"Fibroblast / stellate","Endothelial","Jam3","F11r","JAM","Cell-Cell Contact",0.16085107955581,0.208873069590259,0.770090083280469,0.113536152467696,0.181467513680422,0.625655524589606,-0.0473149270881137,0.16085107955581,"Fibroblast / stellate -> Endothelial"
"Fibroblast / stellate","Kupffer cell","Sirpb1c","Cd47","SIRP","Cell-Cell Contact",0.0148416751570076,0.00876973024084132,1.69237533531975,0.0618356686666871,0.0285355657090624,2.16696838244385,0.0469939935096795,0.0618356686666871,"Fibroblast / stellate -> Kupffer cell"
"Kupffer cell","Neutrophil","Ccl2","Ccr2","CCL","Secreted Signaling",0.0689267027172924,0.28221201051044,0.244237311490124,0.0219800925292991,0.249349513401424,0.0881497309919096,-0.0469466101879933,0.0689267027172924,"Kupffer cell -> Neutrophil"
"Kupffer cell","Endothelial","Ccl5","Ccr5","CCL","Secreted Signaling",0.0507906557521955,1.14632273503975,0.0443074661259634,0.00389964094738412,1.21918957930961,0.00319855173761603,-0.0468910148048114,0.0507906557521955,"Kupffer cell -> Endothelial"
"Monocyte-derived macrophage / DC-like","NK cell","H2-DMa","Cd4","MHC-II","Cell-Cell Contact",0.114243849926408,2.12522517680547,0.0537561154334402,0.0674019272825463,2.10416137426926,0.0320326796731328,-0.046841922643862,0.114243849926408,"Monocyte-derived macrophage / DC-like -> NK cell"
"Activated neutrophil","Endothelial","Thbs1","Sdc4","THBS","ECM-Receptor",0.0909149501193534,0.579937351297825,0.15676684717047,0.137644565475826,0.833924885643182,0.165056311240388,0.0467296153564723,0.137644565475826,"Activated neutrophil -> Endothelial"
"Fibroblast / stellate","Endothelial","Cxcl2","Cxcr2","CXCL","Secreted Signaling",0.00420483531822312,0.0810592956031171,0.0518735733753579,0.0509185561665438,0.414666108837023,0.122794110927827,0.0467137208483207,0.0509185561665438,"Fibroblast / stellate -> Endothelial"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Lpar1","Adgre5","ADGRE","Cell-Cell Contact",0.354596132895552,0.372218055528436,0.952656991322287,0.401295705538638,0.429774455302542,0.933735592209974,0.0466995726430857,0.401295705538638,"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like"
"Fibroblast / stellate","Kupffer cell","Thbs1","Sdc4","THBS","ECM-Receptor",0.0386137769701271,0.259498942707518,0.148801288233566,0.085165197485778,0.208571557067399,0.408326037755269,0.046551420515651,0.085165197485778,"Fibroblast / stellate -> Kupffer cell"
"Monocyte-derived macrophage / DC-like","NK cell","Apoa1","Abca1","ApoA","Cell-Cell Contact",0.103234707786571,0.746852513551358,0.138226364527689,0.0567130063543928,0.288196034269602,0.196786213585919,-0.0465217014321782,0.103234707786571,"Monocyte-derived macrophage / DC-like -> NK cell"
"Kupffer cell","Endothelial","Ccl5","Ackr2","CCL","Secreted Signaling",0.0880683007219407,1.14632273503975,0.0768267940868213,0.0417215578738363,1.21918957930961,0.0342207303785043,-0.0463467428481044,0.0880683007219407,"Kupffer cell -> Endothelial"
"Fibroblast / stellate","Endothelial","Col6a1","Cd44","COLLAGEN","ECM-Receptor",0.181592138508238,1.53534218195247,0.118274701654656,0.227889067813265,1.44143848059721,0.158098365543042,0.0462969293050271,0.227889067813265,"Fibroblast / stellate -> Endothelial"
"Activated neutrophil","Endothelial","H2-Ab1","Cd4","MHC-II","Cell-Cell Contact",0.0954473787959352,3.11463663088323,0.030644787854071,0.0492796521829615,3.11784158250543,0.0158056947022182,-0.0461677266129736,0.0954473787959352,"Activated neutrophil -> Endothelial"
"Activated neutrophil","Endothelial","App","Sorl1","APP","Cell-Cell Contact",0.0330395616388071,0.500912474494377,0.0659587519199984,0.078845545097758,0.456448246996282,0.172737096958114,0.0458059834589508,0.078845545097758,"Activated neutrophil -> Endothelial"
"Kupffer cell","Endothelial","Jam2","F11r","JAM","Cell-Cell Contact",0.0684357710152551,0.0888672280049743,0.770090083280469,0.022720908311374,0.0363153643153357,0.625655524589606,-0.0457148627038811,0.0684357710152551,"Kupffer cell -> Endothelial"
"Inflammatory neutrophil","Endothelial","H2-K1","Cd8a","MHC-I","Cell-Cell Contact",0.0618058828418072,2.24304072614881,0.0275545076472708,0.107390502491579,2.4444195825995,0.0439329251230164,0.0455846196497714,0.107390502491579,"Inflammatory neutrophil -> Endothelial"
"Monocyte-derived macrophage / DC-like","T cell","H2-T23","Cd8b1","MHC-I","Cell-Cell Contact",0.582806160293386,1.57002906447105,0.371207242898867,0.628383324708838,1.53997914782992,0.40804664504343,0.0455771644154528,0.628383324708838,"Monocyte-derived macrophage / DC-like -> T cell"
"Fibroblast / stellate","Endothelial","Igf1","Igf1r","IGF","Secreted Signaling",0.12274674350703,0.651149229994237,0.18850785327369,0.168276813297792,0.765598683219995,0.219797678582786,0.0455300697907624,0.168276813297792,"Fibroblast / stellate -> Endothelial"
"Monocyte-derived macrophage / DC-like","T cell","Ccl3","Ccr1","CCL","Secreted Signaling",0.0171045919977994,1.60874622970758,0.0106322499359694,0.0625625487319585,1.50378162929231,0.0416034798625655,0.045457956734159,0.0625625487319585,"Monocyte-derived macrophage / DC-like -> T cell"
"Neutrophil","Endothelial","Thbs1","Cd47","THBS","ECM-Receptor",2.27402737287897,1.14725152079773,1.9821524152766,2.2286748418104,1.14176469460314,1.95195634647387,-0.0453525310685707,2.27402737287897,"Neutrophil -> Endothelial"
"Activated neutrophil","Endothelial","Spp1","Cd44","SPP1","Secreted Signaling",0.0428001974361929,0.361871108845938,0.118274701654656,0.0880929463707482,0.557203397189866,0.158098365543042,0.0452927489345553,0.0880929463707482,"Activated neutrophil -> Endothelial"
"Fibroblast / stellate","Endothelial","Ccl5","Ccr5","CCL","Secreted Signaling",0.0493512075133754,1.1138350221399,0.0443074661259634,0.00410568206274223,1.28360658183454,0.00319855173761603,-0.0452455254506331,0.0493512075133754,"Fibroblast / stellate -> Endothelial"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Ccl7","Ccr2","CCL","Secreted Signaling",0.0278326158534244,0.0130240591760624,2.13701546324201,0.0730741417620323,0.0531897770967844,1.37383808977177,0.0452415259086079,0.0730741417620323,"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like"
"Inflammatory neutrophil","Endothelial","Thy1","Adgre5","ADGRE","Cell-Cell Contact",0.122084297149624,0.196843860329849,0.620208813955633,0.0769246949877628,0.17482655017943,0.440005793792833,-0.0451596021618611,0.122084297149624,"Inflammatory neutrophil -> Endothelial"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Thbs2","Sdc4","THBS","ECM-Receptor",0.185284617319457,0.717798732096703,0.258128928116433,0.140164755300331,0.35659184646555,0.393067751519305,-0.0451198620191259,0.185284617319457,"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like"
"Monocyte-derived macrophage / DC-like","T cell","Il16","Cd4","IL16","Secreted Signaling",0.0828972403371558,0.267523137114419,0.309869423748947,0.0378639531297051,0.181578941125913,0.208526125854258,-0.0450332872074506,0.0828972403371558,"Monocyte-derived macrophage / DC-like -> T cell"
"Monocyte-derived macrophage / DC-like","T cell","Ccl9","Ccr1","CCL","Secreted Signaling",0.013519131061517,1.27152118723067,0.0106322499359694,0.0585307120802273,1.40687058567168,0.0416034798625655,0.0450115810187103,0.0585307120802273,"Monocyte-derived macrophage / DC-like -> T cell"
"Monocyte-derived macrophage / DC-like","NK cell","H2-T23","Cd8b1","MHC-I","Cell-Cell Contact",0.0915691818055658,1.57002906447105,0.0583232399181196,0.13655927492602,1.53997914782992,0.08867605455467,0.0449900931204543,0.13655927492602,"Monocyte-derived macrophage / DC-like -> NK cell"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Igf1","Igf1r","IGF","Secreted Signaling",0.017592879113758,0.651149229994237,0.0270181984457137,0.0624498494950093,0.765598683219995,0.0815699541597361,0.0448569703812513,0.0624498494950093,"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like"
"Activated neutrophil","Endothelial","Ccl6","Ccr2","CCL","Secreted Signaling",0.266781710957137,2.33041093240473,0.114478398314862,0.221942697419676,2.17631351840226,0.101981031475012,-0.0448390135374611,0.266781710957137,"Activated neutrophil -> Endothelial"
"Kupffer cell","Inflammatory neutrophil","Apoa1","Abca1","ApoA","Cell-Cell Contact",0.0792341377366904,0.937914980869283,0.0844790192638294,0.0344127763738417,0.334850189491804,0.102770664176925,-0.0448213613628486,0.0792341377366904,"Kupffer cell -> Inflammatory neutrophil"
"Neutrophil","Endothelial","Lgals9","P4hb","GALECTIN","Secreted Signaling",0.397899194482493,0.542941189082361,0.732858737711525,0.353675994677287,0.489267585519589,0.722868232322592,-0.0442231998052057,0.397899194482493,"Neutrophil -> Endothelial"
"Fibroblast / stellate","Endothelial","Sdc2","Adgra2","ADGRA","Cell-Cell Contact",0.133990954260249,0.935140192716053,0.143284349559483,0.0898371960891617,0.792132675648003,0.113411804424897,-0.0441537581710873,0.133990954260249,"Fibroblast / stellate -> Endothelial"
"Inflammatory neutrophil","Endothelial","F11r","F11r","JAM","Cell-Cell Contact",0.0543790954413333,0.0706139406570287,0.770090083280469,0.0103703556089529,0.0165751842689398,0.625655524589606,-0.0440087398323804,0.0543790954413333,"Inflammatory neutrophil -> Endothelial"
"Kupffer cell","Endothelial","Gdf15","Tgfbr2","GDF","Secreted Signaling",0.138107039477549,0.193210733389922,0.714800037526035,0.0941046518452148,0.153191670422324,0.614293529052746,-0.0440023876323344,0.138107039477549,"Kupffer cell -> Endothelial"
"Fibroblast / stellate","Kupffer cell","Cxcl1","Cxcr2","CXCL","Secreted Signaling",0.012487586823249,0.258063145302579,0.0483896559836444,0.0564644245130395,0.619475043920186,0.0911488284592049,0.0439768376897904,0.0564644245130395,"Fibroblast / stellate -> Kupffer cell"
"Fibroblast / stellate","Endothelial","Col1a2","Sdc4","COLLAGEN","ECM-Receptor",0.446804507779761,2.85012115663652,0.15676684717047,0.490497681804435,2.97169904088111,0.165056311240388,0.0436931740246738,0.490497681804435,"Fibroblast / stellate -> Endothelial"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Col1a1","Sdc1","COLLAGEN","ECM-Receptor",0.0505068021478725,2.19413142556271,0.0230190414117602,0.0938525136194746,2.73063809968843,0.0343701765642922,0.0433457114716021,0.0938525136194746,"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like"
"Fibroblast / stellate","Endothelial","Sirpb1b","Cd47","SIRP","Cell-Cell Contact",0.0109794140080843,0.00553913711350608,1.9821524152766,0.0542264586517944,0.0277805693502072,1.95195634647387,0.0432470446437101,0.0542264586517944,"Fibroblast / stellate -> Endothelial"
"Inflammatory neutrophil","Endothelial","Cxcl3","Cxcr2","CXCL","Secreted Signaling",0.00446421143973713,0.08605945473303,0.0518735733753579,0.0475341489269092,0.387104467533038,0.122794110927827,0.0430699374871721,0.0475341489269092,"Inflammatory neutrophil -> Endothelial"
"Fibroblast / stellate","Endothelial","Fn1","Sdc4","FN1","ECM-Receptor",0.133099251348007,0.849026779260754,0.15676684717047,0.175926289098498,1.06585617827287,0.165056311240388,0.0428270377504906,0.175926289098498,"Fibroblast / stellate -> Endothelial"
"Fibroblast / stellate","Kupffer cell","Ptn","Ncl","PTN","Secreted Signaling",0.168701866407498,0.14931547590123,1.12983510509716,0.126009729985616,0.0985911419474259,1.27810397056574,-0.042692136421882,0.168701866407498,"Fibroblast / stellate -> Kupffer cell"
"Kupffer cell","Endothelial","Pecam1","Pecam1","PECAM1","Cell-Cell Contact",0.648804807672612,0.34874725690645,1.86038684125521,0.691283482428234,0.373453043502977,1.85105863897645,0.0424786747556224,0.691283482428234,"Kupffer cell -> Endothelial"
"Neutrophil","Endothelial","Ccl6","Ccr1","CCL","Secreted Signaling",0.0200426492317864,0.72547767607879,0.0276268311109406,0.0625089988697612,0.57317075035613,0.109058249798899,0.0424663496379748,0.0625089988697612,"Neutrophil -> Endothelial"
"Kupffer cell","Inflammatory neutrophil","Ppia","Bsg","CypA","Non-protein Signaling",0.455163459826551,1.64870067989019,0.276074041442663,0.412718898361939,1.60967509241737,0.256398884660711,-0.0424445614646117,0.455163459826551,"Kupffer cell -> Inflammatory neutrophil"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Jam3","F11r","JAM","Cell-Cell Contact",0.0856135845487883,0.208873069590259,0.409883307200562,0.0433382927340701,0.181467513680422,0.238821218493091,-0.0422752918147182,0.0856135845487883,"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like"
"Kupffer cell","Inflammatory neutrophil","Cd86","Cd28","CD86","Cell-Cell Contact",0.0386494690499024,0.543867795985872,0.0710640882493186,0.0808869244969082,0.691241518670235,0.117016878055174,0.0422374554470058,0.0808869244969082,"Kupffer cell -> Inflammatory neutrophil"
"Inflammatory neutrophil","Endothelial","Pecam1","Cd38","PECAM2","Cell-Cell Contact",0.0947239130441102,0.0653846982111549,1.44871683491154,0.0527730216385925,0.0552165015122779,0.955747289184158,-0.0419508914055176,0.0947239130441102,"Inflammatory neutrophil -> Endothelial"
"Fibroblast / stellate","Kupffer cell","Lamb2","Dag1","LAMININ","ECM-Receptor",0.0362354868901731,0.388450312594492,0.0932821668958207,0.0781812014301105,0.497459457273172,0.15716095108265,0.0419457145399373,0.0781812014301105,"Fibroblast / stellate -> Kupffer cell"
"Fibroblast / stellate","Endothelial","Fgf1","Fgfr3","FGF","Secreted Signaling",0.018079523639789,0.172007134986201,0.105109149345691,0.0599691682444471,0.352691950058629,0.170032710512611,0.0418896446046582,0.0599691682444471,"Fibroblast / stellate -> Endothelial"
"Kupffer cell","Neutrophil","Angptl7","Pirb","ANGPTL","Secreted Signaling",0.0678494603068983,0.0523956068073068,1.29494559642043,0.0260798984507329,0.0199068198796267,1.31009868017261,-0.0417695618561655,0.0678494603068983,"Kupffer cell -> Neutrophil"
"Fibroblast / stellate","Endothelial","Lpar1","Adgre5","ADGRE","Cell-Cell Contact",0.230852918752163,0.372218055528436,0.620208813955633,0.189103250357277,0.429774455302542,0.440005793792833,-0.041749668394886,0.230852918752163,"Fibroblast / stellate -> Endothelial"
"Fibroblast / stellate","Endothelial","Angpt1","Tek","ANGPT","Secreted Signaling",0.0656227117241767,0.0643939725337057,1.01908158702009,0.0238946162621703,0.0276356919320974,0.864628840156451,-0.0417280954620064,0.0656227117241767,"Fibroblast / stellate -> Endothelial"
"Kupffer cell","Neutrophil","Apoa1","Abca1","ApoA","Cell-Cell Contact",0.0619243571608776,0.937914980869283,0.0660234226171381,0.0202404302443931,0.334850189491804,0.0604462260424926,-0.0416839269164846,0.0619243571608776,"Kupffer cell -> Neutrophil"
"Fibroblast / stellate","Endothelial","Gzma","F2r","PARs","Secreted Signaling",0.223323630743733,0.18285219225809,1.22133417152865,0.265001168605288,0.257667929365343,1.02846003869402,0.041677537861555,0.265001168605288,"Fibroblast / stellate -> Endothelial"
"Fibroblast / stellate","Endothelial","Lama2","Cd44","LAMININ","ECM-Receptor",0.0706973980847756,0.597738967807342,0.118274701654656,0.112347180020936,0.710615695709707,0.158098365543042,0.0416497819361608,0.112347180020936,"Fibroblast / stellate -> Endothelial"
"Fibroblast / stellate","Endothelial","Ccl5","Ackr2","CCL","Secreted Signaling",0.0855723738926321,1.1138350221399,0.0768267940868213,0.0439259547490332,1.28360658183454,0.0342207303785043,-0.0416464191435989,0.0855723738926321,"Fibroblast / stellate -> Endothelial"
"Fibroblast / stellate","Kupffer cell","Col4a6","Cd44","COLLAGEN","ECM-Receptor",0.187653673830395,0.130799365322401,1.43466807631563,0.22927314399026,0.165357835624597,1.38652724332197,0.0416194701598653,0.22927314399026,"Fibroblast / stellate -> Kupffer cell"
"Inflammatory neutrophil","Endothelial","Jam2","F11r","JAM","Cell-Cell Contact",0.0431708474068281,0.0560594771236719,0.770090083280469,0.00161760338851806,0.00258545369607199,0.625655524589606,-0.04155324401831,0.0431708474068281,"Inflammatory neutrophil -> Endothelial"
"Monocyte-derived macrophage / DC-like","NK cell","Tnf","Tnfrsf1a","TNF","Secreted Signaling",0.065626613379448,0.236843629007129,0.277088362708176,0.0244216629183373,0.164997295061103,0.148012504746174,-0.0412049504611108,0.065626613379448,"Monocyte-derived macrophage / DC-like -> NK cell"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Thbs3","Cd47","THBS","ECM-Receptor",0.396578454612935,0.278496795970041,1.42399647088075,0.355483875620801,0.22546660049073,1.57665869289326,-0.0410945789921336,0.396578454612935,"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like"
"Fibroblast / stellate","Kupffer cell","Cadm1","Cadm1","CADM","Cell-Cell Contact",0.147821142943948,0.164681508309157,0.89761834502052,0.106772104757998,0.109919565104235,0.97136578603406,-0.0410490381859502,0.147821142943948,"Fibroblast / stellate -> Kupffer cell"
"Monocyte-derived macrophage / DC-like","T cell","Ccl5","Ccr1","CCL","Secreted Signaling",0.0121904640133491,1.14655544092395,0.0106322499359694,0.0531169609553549,1.27674322270213,0.0416034798625655,0.0409264969420058,0.0531169609553549,"Monocyte-derived macrophage / DC-like -> T cell"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Lama2","Dag1","LAMININ","ECM-Receptor",0.0294308855970969,0.597738967807342,0.0492370201411777,0.0703434497056817,0.710615695709707,0.0989894399045439,0.0409125641085848,0.0703434497056817,"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like"
"Fibroblast / stellate","Endothelial","Selplg","Sell","SELPLG","Cell-Cell Contact",0.0313941986959981,0.229442220211806,0.136828342521342,0.0722978311232054,0.329236038144582,0.219592701730472,0.0409036324272073,0.0722978311232054,"Fibroblast / stellate -> Endothelial"
"Kupffer cell","Inflammatory neutrophil","Sftpd","Adgre5","ADGRE","Cell-Cell Contact",0.0430643191925221,0.0260309330902516,1.65435173004418,0.00223781475515527,0.00167294951172933,1.33764631835304,-0.0408265044373668,0.0430643191925221,"Kupffer cell -> Inflammatory neutrophil"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Thbs1","Cd47","THBS","ECM-Receptor",0.369525578612792,0.259498942707518,1.42399647088075,0.328846158540597,0.208571557067399,1.57665869289326,-0.0406794200721952,0.369525578612792,"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like"
"Fibroblast / stellate","Endothelial","Edn1","Ednrb","EDN","Secreted Signaling",0.105726539090719,0.25703361109198,0.411333516428264,0.0650699564999838,0.147130631692813,0.442259750748847,-0.0406565825907352,0.105726539090719,"Fibroblast / stellate -> Endothelial"
"Activated neutrophil","Endothelial","Ccl5","Ackr2","CCL","Secreted Signaling",0.073088069040686,0.951335662374377,0.0768267940868213,0.0325316000856145,0.950640144900273,0.0342207303785043,-0.0405564689550715,0.073088069040686,"Activated neutrophil -> Endothelial"
"Monocyte-derived macrophage / DC-like","NK cell","H2-M3","Cd8a","MHC-I","Cell-Cell Contact",0.115292946717708,0.337210765293815,0.341901737974622,0.0748891706490029,0.276994125327614,0.270363750712865,-0.0404037760687047,0.115292946717708,"Monocyte-derived macrophage / DC-like -> NK cell"
"Inflammatory neutrophil","Endothelial","Gas6","Mertk","GAS","Secreted Signaling",0.0949615729514916,0.093976996049795,1.01047678626773,0.0547428525062164,0.11871189579994,0.461140411728174,-0.0402187204452753,0.0949615729514916,"Inflammatory neutrophil -> Endothelial"
"Inflammatory neutrophil","Endothelial","Selplg","Sele","SELPLG","Cell-Cell Contact",0.0806753396549725,2.07675743564486,0.0388467802114414,0.0405452359546361,1.9946410440428,0.0203270839511342,-0.0401301037003364,0.0806753396549725,"Inflammatory neutrophil -> Endothelial"
