"source","target","ligand","receptor","pathway_name","annotation","expr_ligand","expr_receptor","interaction_score","group"
"Monocyte-derived macrophage / DC-like","NK cell","Ceacam2","Ceacam2","CEACAM","Cell-Cell Contact",0.00265460122583506,0,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Ceacam1","Ceacam2","CEACAM","Cell-Cell Contact",0.178954644622282,0,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Ceacam2","Cd1d2","CEACAM","Cell-Cell Contact",0.00265460122583506,0,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Ceacam1","Cd1d2","CEACAM","Cell-Cell Contact",0.178954644622282,0,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Cntn1","Notch1","CNTN","Cell-Cell Contact",0,0.222305451611852,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Cntn1","Notch2","CNTN","Cell-Cell Contact",0,0.0674195633012881,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Clec2f","Klrb1b","CLEC","Cell-Cell Contact",0,0.714595760390404,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Clec2f","Klrb1","CLEC","Cell-Cell Contact",0,0.053897001323633,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Clec2f","Klrb1a","CLEC","Cell-Cell Contact",0,0.464413071371417,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Clec2f","Klrb1c","CLEC","Cell-Cell Contact",0,1.97341437909634,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Ntn1","Dscam","Netrin","Cell-Cell Contact",0,0.00581293825148988,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Ntn1","Unc5a","Netrin","Cell-Cell Contact",0,0.00871117240412375,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Ntn1","Unc5b","Netrin","Cell-Cell Contact",0,0.00328647310480752,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Nts","Sort1","NTS","Secreted Signaling",0,0.00690199457208801,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Ntf3","Ngfr","NT","Secreted Signaling",0.00331926602940659,0,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Rbp4","Stra6","RBP4","Secreted Signaling",0.616890870863993,0,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Tulp1","Tyro3","TULP","Secreted Signaling",0,0.00611620050886535,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Tulp2","Tyro3","TULP","Secreted Signaling",0,0.00611620050886535,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Tulp1","Axl","TULP","Secreted Signaling",0,0.0360304060488249,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Tulp1","Mertk","TULP","Secreted Signaling",0,0.0126559753220042,0,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Tub","Mertk","TULP","Secreted Signaling",0,0.0126559753220042,0,"Control"
"Fibroblast / stellate","Endothelial","Wnt5a","Fzd10","ncWNT","Secreted Signaling",0.327768933784845,0,0,"Control"
"Fibroblast / stellate","Endothelial","Wnt5a","Fzd2","ncWNT","Secreted Signaling",0.327768933784845,0,0,"Control"
"Fibroblast / stellate","Endothelial","Wnt5a","Fzd3","ncWNT","Secreted Signaling",0.327768933784845,0,0,"Control"
"Fibroblast / stellate","Endothelial","Wnt5a","Fzd9","ncWNT","Secreted Signaling",0.327768933784845,0,0,"Control"
"Fibroblast / stellate","Endothelial","Wnt5b","Fzd10","ncWNT","Secreted Signaling",0.0495505038656658,0,0,"Control"
"Fibroblast / stellate","Endothelial","Wnt5b","Fzd2","ncWNT","Secreted Signaling",0.0495505038656658,0,0,"Control"
"Fibroblast / stellate","Endothelial","Wnt5b","Fzd3","ncWNT","Secreted Signaling",0.0495505038656658,0,0,"Control"
"Fibroblast / stellate","Endothelial","Wnt5b","Fzd9","ncWNT","Secreted Signaling",0.0495505038656658,0,0,"Control"
"Fibroblast / stellate","Endothelial","Wnt11","Fzd10","ncWNT","Secreted Signaling",0.0213820418712951,0,0,"Control"
"Fibroblast / stellate","Endothelial","Wnt11","Fzd2","ncWNT","Secreted Signaling",0.0213820418712951,0,0,"Control"
"Fibroblast / stellate","Endothelial","Wnt11","Fzd3","ncWNT","Secreted Signaling",0.0213820418712951,0,0,"Control"
"Fibroblast / stellate","Endothelial","Wnt11","Fzd9","ncWNT","Secreted Signaling",0.0213820418712951,0,0,"Control"
"Fibroblast / stellate","Endothelial","Egf","Egfr","EGF","Secreted Signaling",0,0.043022877961719,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf3","Fgfr1","FGF","Secreted Signaling",0,0.118861280528916,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf3","Fgfr2","FGF","Secreted Signaling",0,0.00310782990199788,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf22","Fgfr2","FGF","Secreted Signaling",0,0.00310782990199788,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf8","Fgfr1","FGF","Secreted Signaling",0,0.118861280528916,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf8","Fgfr2","FGF","Secreted Signaling",0,0.00310782990199788,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf8","Fgfr3","FGF","Secreted Signaling",0,0.105109149345691,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf8","Fgfr4","FGF","Secreted Signaling",0,0.00569528228204219,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf17","Fgfr1","FGF","Secreted Signaling",0,0.118861280528916,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf17","Fgfr2","FGF","Secreted Signaling",0,0.00310782990199788,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf17","Fgfr3","FGF","Secreted Signaling",0,0.105109149345691,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf17","Fgfr4","FGF","Secreted Signaling",0,0.00569528228204219,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf20","Fgfr1","FGF","Secreted Signaling",0,0.118861280528916,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf20","Fgfr2","FGF","Secreted Signaling",0,0.00310782990199788,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf20","Fgfr3","FGF","Secreted Signaling",0,0.105109149345691,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf20","Fgfr4","FGF","Secreted Signaling",0,0.00569528228204219,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf16","Fgfr1","FGF","Secreted Signaling",0,0.118861280528916,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf16","Fgfr2","FGF","Secreted Signaling",0,0.00310782990199788,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf16","Fgfr3","FGF","Secreted Signaling",0,0.105109149345691,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf16","Fgfr4","FGF","Secreted Signaling",0,0.00569528228204219,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf21","Fgfr1","FGF","Secreted Signaling",0,0.118861280528916,0,"Control"
"Fibroblast / stellate","Endothelial","Fgf21","Fgfr3","FGF","Secreted Signaling",0,0.105109149345691,0,"Control"
"Fibroblast / stellate","Endothelial","Pdgfa","Pdgfra","PDGF","Secreted Signaling",0.398981926255369,0,0,"Control"
"Fibroblast / stellate","Endothelial","Pdgfb","Pdgfra","PDGF","Secreted Signaling",0.0186809718610747,0,0,"Control"
"Fibroblast / stellate","Endothelial","Pdgfc","Pdgfra","PDGF","Secreted Signaling",0.104744867210014,0,0,"Control"
"Fibroblast / stellate","Endothelial","Ins1","Insr","INSULIN","Secreted Signaling",0,0.666124298176371,0,"Control"
"Fibroblast / stellate","Endothelial","Ins2","Insr","INSULIN","Secreted Signaling",0,0.666124298176371,0,"Control"
"Fibroblast / stellate","Endothelial","Apln","Aplnr","APELIN","Secreted Signaling",0,0.00198508168388759,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl8","Ccr1","CCL","Secreted Signaling",0,0.0276268311109406,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl8","Ccr2","CCL","Secreted Signaling",0,0.114478398314862,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl12","Ccr2","CCL","Secreted Signaling",0,0.114478398314862,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl22","Ccr4","CCL","Secreted Signaling",0,0.00222397811773183,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl8","Ccr5","CCL","Secreted Signaling",0,0.0443074661259634,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl20","Ccr6","CCL","Secreted Signaling",0,0.0134795300097479,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl21a","Ccr7","CCL","Secreted Signaling",0,0.0605186818787429,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl21a","Ackr4","CCL","Secreted Signaling",0,0.0473613459007115,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl25","Ccr9","CCL","Secreted Signaling",0,0.035558488176148,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl25","Ackr4","CCL","Secreted Signaling",0,0.0473613459007115,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl1","Ackr4","CCL","Secreted Signaling",0,0.0473613459007115,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl8","Ackr4","CCL","Secreted Signaling",0,0.0473613459007115,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl1","Ackr1","CCL","Secreted Signaling",0,0.0679072437646609,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl8","Ackr1","CCL","Secreted Signaling",0,0.0679072437646609,0,"Control"
"Fibroblast / stellate","Endothelial","Ccl22","Ackr2","CCL","Secreted Signaling",0,0.0768267940868213,0,"Control"
"Fibroblast / stellate","Endothelial","Cxcl5","Cxcr1","CXCL","Secreted Signaling",0,0.00233769325048625,0,"Control"
"Fibroblast / stellate","Endothelial","Cxcl3","Cxcr1","CXCL","Secreted Signaling",0,0.00233769325048625,0,"Control"
"Fibroblast / stellate","Endothelial","Cxcl5","Cxcr2","CXCL","Secreted Signaling",0,0.0518735733753579,0,"Control"
"Fibroblast / stellate","Endothelial","Cxcl3","Cxcr2","CXCL","Secreted Signaling",0,0.0518735733753579,0,"Control"
"Fibroblast / stellate","Endothelial","Ppbp","Cxcr2","CXCL","Secreted Signaling",0,0.0518735733753579,0,"Control"
"Fibroblast / stellate","Endothelial","Cxcl9","Cxcr3","CXCL","Secreted Signaling",0,0.0778070389665051,0,"Control"
"Fibroblast / stellate","Endothelial","Cxcl11","Cxcr3","CXCL","Secreted Signaling",0,0.0778070389665051,0,"Control"
"Fibroblast / stellate","Endothelial","Cxcl3","Ackr1","CXCL","Secreted Signaling",0,0.0679072437646609,0,"Control"
"Fibroblast / stellate","Endothelial","Cxcl5","Ackr1","CXCL","Secreted Signaling",0,0.0679072437646609,0,"Control"
"Fibroblast / stellate","Endothelial","Cxcl9","Ackr1","CXCL","Secreted Signaling",0,0.0679072437646609,0,"Control"
"Fibroblast / stellate","Endothelial","Cxcl11","Ackr1","CXCL","Secreted Signaling",0,0.0679072437646609,0,"Control"
"Fibroblast / stellate","Endothelial","Cxcl11","Ackr3","CXCL","Secreted Signaling",0,0.1271997937928,0,"Control"
"Fibroblast / stellate","Endothelial","Cx3cl1","Cx3cr1","CX3C","Secreted Signaling",0.0936000847069254,0,0,"Control"
"Fibroblast / stellate","Endothelial","Il13","Il13ra1","IL4","Secreted Signaling",0,0.333885466380604,0,"Control"
"Fibroblast / stellate","Endothelial","Il13","Il13ra2","IL4","Secreted Signaling",0,0.0613474513668849,0,"Control"
"Fibroblast / stellate","Endothelial","Gh","Ghr","GH","Secreted Signaling",0,0.0882360775578666,0,"Control"
"Fibroblast / stellate","Endothelial","Thpo","Mpl","THPO","Secreted Signaling",0.0113108633935465,0,0,"Control"
"Fibroblast / stellate","Endothelial","Csf3","Csf3r","CSF3","Secreted Signaling",0,0.067273059276297,0,"Control"
"Fibroblast / stellate","Endothelial","Lta","Tnfrsf1a","LT","Secreted Signaling",0,1.29293410278345,0,"Control"
"Fibroblast / stellate","Endothelial","Lta","Tnfrsf1b","LT","Secreted Signaling",0,0.0531415532666357,0,"Control"
"Fibroblast / stellate","Endothelial","Lta","Tnfrsf14","LT","Secreted Signaling",0,0.0060966541561022,0,"Control"
"Fibroblast / stellate","Endothelial","Tnfsf14","Ltbr","LIGHT","Secreted Signaling",0,0.3847150854433,0,"Control"
"Fibroblast / stellate","Endothelial","Tnfsf14","Tnfrsf14","LIGHT","Secreted Signaling",0,0.0060966541561022,0,"Control"
"Fibroblast / stellate","Endothelial","Tnfsf15","Tnfrsf25","VEGI","Secreted Signaling",0,0.014112680416426,0,"Control"
"Fibroblast / stellate","Endothelial","Eda","Edar","EDA","Secreted Signaling",0.0426580893493429,0,0,"Control"
"Fibroblast / stellate","Endothelial","Ngf","Ngfr","NGF","Secreted Signaling",0.312746261779459,0,0,"Control"
"Fibroblast / stellate","Endothelial","Tnfsf11","Tnfrsf11b","RANKL","Secreted Signaling",0.0179082921885239,0,0,"Control"
"Fibroblast / stellate","Endothelial","Cd70","Cd27","CD70","Secreted Signaling",0,0.0714873133854936,0,"Control"
"Fibroblast / stellate","Endothelial","Tnfsf8","Tnfrsf8","CD30","Secreted Signaling",0.00782300761099951,0,0,"Control"
"Fibroblast / stellate","Endothelial","Tnfsf4","Tnfrsf4","OX40","Secreted Signaling",0,0.00606880018967139,0,"Control"
"Fibroblast / stellate","Endothelial","Tnfsf18","Tnfrsf18","GITRL","Secreted Signaling",0,0.0374163344026176,0,"Control"
"Fibroblast / stellate","Endothelial","Adipoq","Adipor1","ADIPONECTIN","Secreted Signaling",0,1.0171426210737,0,"Control"
"Fibroblast / stellate","Endothelial","Adipoq","Adipor2","ADIPONECTIN","Secreted Signaling",0,0.310683609404492,0,"Control"
"Fibroblast / stellate","Endothelial","Retn","Tlr4","RESISTIN","Secreted Signaling",0,0.115735617263834,0,"Control"
"Fibroblast / stellate","Endothelial","Retn","Cap1","RESISTIN","Secreted Signaling",0,0.353369072566216,0,"Control"
"Fibroblast / stellate","Endothelial","Mdk","Ptprz1","MK","Secreted Signaling",0.357590768249683,0,0,"Control"
"Fibroblast / stellate","Endothelial","Ptn","Ptprz1","PTN","Secreted Signaling",0.14931547590123,0,0,"Control"
"Fibroblast / stellate","Endothelial","Kng1","Bdkrb1","BRADYKININ","Secreted Signaling",0.143134982236093,0,0,"Control"
"Fibroblast / stellate","Endothelial","Kng1","Bdkrb2","BRADYKININ","Secreted Signaling",0.143134982236093,0,0,"Control"
"Fibroblast / stellate","Endothelial","Kng2","Bdkrb1","BRADYKININ","Secreted Signaling",0.0330889434093749,0,0,"Control"
"Fibroblast / stellate","Endothelial","Kng2","Bdkrb2","BRADYKININ","Secreted Signaling",0.0330889434093749,0,0,"Control"
"Fibroblast / stellate","Endothelial","C4a","C3ar1","COMPLEMENT","Secreted Signaling",0,0.00886022256783072,0,"Control"
"Fibroblast / stellate","Endothelial","Edn3","Ednra","EDN","Secreted Signaling",0,0.00355464650468095,0,"Control"
"Fibroblast / stellate","Endothelial","Edn3","Ednrb","EDN","Secreted Signaling",0,0.411333516428264,0,"Control"
"Fibroblast / stellate","Endothelial","Pomc","Mc1r","MELANOCORTIN","Secreted Signaling",0.00671010681359419,0,0,"Control"
"Fibroblast / stellate","Endothelial","Npy","Npy1r","NPY","Secreted Signaling",0.0134954385728045,0,0,"Control"
"Fibroblast / stellate","Endothelial","Npy","Npy4r","NPY","Secreted Signaling",0.0134954385728045,0,0,"Control"
"Fibroblast / stellate","Endothelial","Npy","Gpr83","NPY","Secreted Signaling",0.0134954385728045,0,0,"Control"
"Fibroblast / stellate","Endothelial","Penk","Oprl1","OPIOID","Secreted Signaling",0.736303136954078,0,0,"Control"
"Fibroblast / stellate","Endothelial","Penk","Oprm1","OPIOID","Secreted Signaling",0.736303136954078,0,0,"Control"
"Fibroblast / stellate","Endothelial","Pomc","Oprl1","OPIOID","Secreted Signaling",0.00671010681359419,0,0,"Control"
"Fibroblast / stellate","Endothelial","Pomc","Oprm1","OPIOID","Secreted Signaling",0.00671010681359419,0,0,"Control"
"Fibroblast / stellate","Endothelial","Cort","Sstr2","SOMATOSTATIN","Secreted Signaling",0,0.0110375932389109,0,"Control"
"Fibroblast / stellate","Endothelial","Try5","F2r","PARs","Secreted Signaling",0,1.22133417152865,0,"Control"
"Fibroblast / stellate","Endothelial","Ctsg","F2r","PARs","Secreted Signaling",0,1.22133417152865,0,"Control"
"Fibroblast / stellate","Endothelial","Prss2","F2r","PARs","Secreted Signaling",0,1.22133417152865,0,"Control"
"Fibroblast / stellate","Endothelial","Try5","F2rl1","PARs","Secreted Signaling",0,0.0133419692051748,0,"Control"
"Fibroblast / stellate","Endothelial","Ctsg","F2rl1","PARs","Secreted Signaling",0,0.0133419692051748,0,"Control"
"Fibroblast / stellate","Endothelial","Prss2","F2rl1","PARs","Secreted Signaling",0,0.0133419692051748,0,"Control"
"Fibroblast / stellate","Endothelial","Try5","F2rl2","PARs","Secreted Signaling",0,0.0118789701562499,0,"Control"
"Fibroblast / stellate","Endothelial","Ctsg","F2rl2","PARs","Secreted Signaling",0,0.0118789701562499,0,"Control"
"Fibroblast / stellate","Endothelial","Prss2","F2rl2","PARs","Secreted Signaling",0,0.0118789701562499,0,"Control"
"Fibroblast / stellate","Endothelial","Try5","F2rl3","PARs","Secreted Signaling",0,0.00280743837704523,0,"Control"
"Fibroblast / stellate","Endothelial","Ctsg","F2rl3","PARs","Secreted Signaling",0,0.00280743837704523,0,"Control"
"Fibroblast / stellate","Endothelial","Prss2","F2rl3","PARs","Secreted Signaling",0,0.00280743837704523,0,"Control"
"Fibroblast / stellate","Endothelial","Try5","Pard3","PARs","Secreted Signaling",0,0.0142391271443354,0,"Control"
"Fibroblast / stellate","Endothelial","Ctsg","Pard3","PARs","Secreted Signaling",0,0.0142391271443354,0,"Control"
"Fibroblast / stellate","Endothelial","Prss2","Pard3","PARs","Secreted Signaling",0,0.0142391271443354,0,"Control"
"Fibroblast / stellate","Endothelial","Nppc","Npr2","NPR2","Secreted Signaling",0,0.0758227619442295,0,"Control"
"Fibroblast / stellate","Endothelial","Bdnf","Ntrk2","NT","Secreted Signaling",0.0234657205826005,0,0,"Control"
"Fibroblast / stellate","Endothelial","Ngf","Ntrk1","NT","Secreted Signaling",0.312746261779459,0,0,"Control"
"Fibroblast / stellate","Endothelial","Ntf3","Ntrk1","NT","Secreted Signaling",0.159023001419405,0,0,"Control"
"Fibroblast / stellate","Endothelial","Ntf3","Ntrk2","NT","Secreted Signaling",0.159023001419405,0,0,"Control"
"Fibroblast / stellate","Endothelial","Ntf5","Ntrk2","NT","Secreted Signaling",0.0263740163688687,0,0,"Control"
"Fibroblast / stellate","Endothelial","Agt","Mas1","AGT","Secreted Signaling",0.0881930755350598,0,0,"Control"
"Fibroblast / stellate","Endothelial","Apela","Aplnr","APJ","Secreted Signaling",0,0.00198508168388759,0,"Control"
"Fibroblast / stellate","Endothelial","Gh","Prlr","GH","Secreted Signaling",0,0.00621388292934672,0,"Control"
"Fibroblast / stellate","Endothelial","Ghrh","Vipr1","GHRH","Secreted Signaling",0,0.0241816527660307,0,"Control"
"Fibroblast / stellate","Endothelial","Psap","Gpr37l1","PSAP","Secreted Signaling",1.75396633325243,0,0,"Control"
"Fibroblast / stellate","Endothelial","Slurp1","Chrnb1","SLURP","Secreted Signaling",0,0.00501561701579697,0,"Control"
"Fibroblast / stellate","Endothelial","Slurp2","Chrnb1","SLURP","Secreted Signaling",0,0.00501561701579697,0,"Control"
"Fibroblast / stellate","Endothelial","Bag6","Ncr3-ps","BAG","Secreted Signaling",0.241853866845554,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lgals9","Havcr2","GALECTIN","Secreted Signaling",0.463712039782141,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col9a2","Cd44","COLLAGEN","ECM-Receptor",0,0.118274701654656,0,"Control"
"Fibroblast / stellate","Endothelial","Col9a3","Cd44","COLLAGEN","ECM-Receptor",0,0.118274701654656,0,"Control"
"Fibroblast / stellate","Endothelial","Col9a2","Sdc1","COLLAGEN","ECM-Receptor",0,0.0505381604403783,0,"Control"
"Fibroblast / stellate","Endothelial","Col9a3","Sdc1","COLLAGEN","ECM-Receptor",0,0.0505381604403783,0,"Control"
"Fibroblast / stellate","Endothelial","Tnr","Sdc1","TENASCIN","ECM-Receptor",0,0.0505381604403783,0,"Control"
"Fibroblast / stellate","Endothelial","Comp","Sdc1","THBS","ECM-Receptor",0,0.0505381604403783,0,"Control"
"Fibroblast / stellate","Endothelial","Col9a2","Sdc4","COLLAGEN","ECM-Receptor",0,0.15676684717047,0,"Control"
"Fibroblast / stellate","Endothelial","Col9a3","Sdc4","COLLAGEN","ECM-Receptor",0,0.15676684717047,0,"Control"
"Fibroblast / stellate","Endothelial","Tnr","Sdc4","TENASCIN","ECM-Receptor",0,0.15676684717047,0,"Control"
"Fibroblast / stellate","Endothelial","Comp","Sdc4","THBS","ECM-Receptor",0,0.15676684717047,0,"Control"
"Fibroblast / stellate","Endothelial","Lama1","Sv2a","LAMININ","ECM-Receptor",0.00483872823797083,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lama2","Sv2a","LAMININ","ECM-Receptor",0.597738967807342,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lama3","Sv2a","LAMININ","ECM-Receptor",0.00938946806697898,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lama4","Sv2a","LAMININ","ECM-Receptor",0.265314819099043,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lama5","Sv2a","LAMININ","ECM-Receptor",0.0345544141300383,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lamb1","Sv2a","LAMININ","ECM-Receptor",0.454791933166704,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lamb2","Sv2a","LAMININ","ECM-Receptor",0.388450312594492,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lamb3","Sv2a","LAMININ","ECM-Receptor",0.0379614723817068,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lamc1","Sv2a","LAMININ","ECM-Receptor",0.55480096317637,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lamc2","Sv2a","LAMININ","ECM-Receptor",0.0054260586311825,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lamc3","Sv2a","LAMININ","ECM-Receptor",0.0570004975421506,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lama1","Sv2b","LAMININ","ECM-Receptor",0.00483872823797083,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lama2","Sv2b","LAMININ","ECM-Receptor",0.597738967807342,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lama3","Sv2b","LAMININ","ECM-Receptor",0.00938946806697898,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lama4","Sv2b","LAMININ","ECM-Receptor",0.265314819099043,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lama5","Sv2b","LAMININ","ECM-Receptor",0.0345544141300383,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lamb1","Sv2b","LAMININ","ECM-Receptor",0.454791933166704,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lamb2","Sv2b","LAMININ","ECM-Receptor",0.388450312594492,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lamb3","Sv2b","LAMININ","ECM-Receptor",0.0379614723817068,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lamc1","Sv2b","LAMININ","ECM-Receptor",0.55480096317637,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lamc2","Sv2b","LAMININ","ECM-Receptor",0.0054260586311825,0,0,"Control"
"Fibroblast / stellate","Endothelial","Lamc3","Sv2b","LAMININ","ECM-Receptor",0.0570004975421506,0,0,"Control"
"Fibroblast / stellate","Endothelial","Comp","Cd36","THBS","ECM-Receptor",0,1.72380716617316,0,"Control"
"Fibroblast / stellate","Endothelial","Col1a1","Gp6","COLLAGEN","ECM-Receptor",2.19413142556271,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col1a2","Gp6","COLLAGEN","ECM-Receptor",2.85012115663652,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col4a1","Gp6","COLLAGEN","ECM-Receptor",1.49399434609466,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col4a2","Gp6","COLLAGEN","ECM-Receptor",0.811613267312486,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col4a3","Gp6","COLLAGEN","ECM-Receptor",0.0223960811890941,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col4a4","Gp6","COLLAGEN","ECM-Receptor",0.136378523884273,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col4a5","Gp6","COLLAGEN","ECM-Receptor",0.384165820606749,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col4a6","Gp6","COLLAGEN","ECM-Receptor",0.130799365322401,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col6a1","Gp6","COLLAGEN","ECM-Receptor",1.53534218195247,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col6a2","Gp6","COLLAGEN","ECM-Receptor",1.26453267483292,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col6a3","Gp6","COLLAGEN","ECM-Receptor",0.743050463064756,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col6a5","Gp6","COLLAGEN","ECM-Receptor",0.550334709363192,0,0,"Control"
"Fibroblast / stellate","Endothelial","Col6a6","Gp6","COLLAGEN","ECM-Receptor",0.235300415111867,0,0,"Control"
"Fibroblast / stellate","Endothelial","Comp","Cd47","THBS","ECM-Receptor",0,1.9821524152766,0,"Control"
"Fibroblast / stellate","Endothelial","Cadm3","Cadm3","CADM","Cell-Cell Contact",0,0.00293045388869099,0,"Control"
"Fibroblast / stellate","Endothelial","Cd1d2","Pira2","CD1D2","Cell-Cell Contact",0,0.00402956459166327,0,"Control"
"Fibroblast / stellate","Endothelial","Cd200","Cd200r3","CD200","Cell-Cell Contact",0.446240446290567,0,0,"Control"
"Fibroblast / stellate","Endothelial","Entpd1","Adora2b","CD39","Cell-Cell Contact",0.143031165032182,0,0,"Control"
"Fibroblast / stellate","Endothelial","Cd80","Cd274","CD80","Cell-Cell Contact",0,0.0291297119704426,0,"Control"
"Fibroblast / stellate","Endothelial","Cd80","Cd28","CD80","Cell-Cell Contact",0,0.0623467720821211,0,"Control"
"Fibroblast / stellate","Endothelial","Cd80","Ctla4","CD80","Cell-Cell Contact",0,0.026774845170068,0,"Control"
"Fibroblast / stellate","Endothelial","Sele","Ceacam1","CEACAM","Cell-Cell Contact",0,0.236217805202673,0,"Control"
"Fibroblast / stellate","Endothelial","Cldn11","Cldn11","CLDN","Cell-Cell Contact",0,0.00132050270772919,0,"Control"
"Fibroblast / stellate","Endothelial","Clec2g","Klrb1","CLEC","Cell-Cell Contact",0.00550275587760808,0,0,"Control"
"Fibroblast / stellate","Endothelial","Clec2i","Klrb1","CLEC","Cell-Cell Contact",0.121313065302817,0,0,"Control"
"Fibroblast / stellate","Endothelial","Clec2f","Klrb1f","CLEC","Cell-Cell Contact",0,0.0141151778264852,0,"Control"
"Fibroblast / stellate","Endothelial","Dsc2","Dsg2","DESMOSOME","Cell-Cell Contact",0,0.0462326730535342,0,"Control"
"Fibroblast / stellate","Endothelial","Efna1","Epha3","EPHA","Cell-Cell Contact",0.100365455827419,0,0,"Control"
"Fibroblast / stellate","Endothelial","Efna1","Epha7","EPHA","Cell-Cell Contact",0.100365455827419,0,0,"Control"
"Fibroblast / stellate","Endothelial","Efna2","Epha3","EPHA","Cell-Cell Contact",0.0395086956991698,0,0,"Control"
"Fibroblast / stellate","Endothelial","Efna2","Epha7","EPHA","Cell-Cell Contact",0.0395086956991698,0,0,"Control"
