"source","target","ligand","receptor","pathway_name","annotation","expr_ligand","expr_receptor","interaction_score","group"
"Kupffer cell","Endothelial","Jag2","Notch4","NOTCH","Cell-Cell Contact",0,0.212243084063768,0,"APAP"
"Kupffer cell","Endothelial","Nrxn1","Nlgn1","NRXN","Cell-Cell Contact",0.00285858772067243,0,0,"APAP"
"Kupffer cell","Endothelial","Nrxn1","Nlgn3","NRXN","Cell-Cell Contact",0.00285858772067243,0,0,"APAP"
"Kupffer cell","Endothelial","Nrxn2","Nlgn1","NRXN","Cell-Cell Contact",0.00299902042735486,0,0,"APAP"
"Kupffer cell","Endothelial","Nrxn2","Nlgn3","NRXN","Cell-Cell Contact",0.00299902042735486,0,0,"APAP"
"Kupffer cell","Endothelial","Sell","Madcam1","SELL","Cell-Cell Contact",0.28465788520613,0,0,"APAP"
"Kupffer cell","Endothelial","Sema4a","Timd2","SEMA4","Cell-Cell Contact",0.0406670427367292,0,0,"APAP"
"Kupffer cell","Endothelial","Sema5b","Plxna1","SEMA5","Cell-Cell Contact",0,0.0328304829958705,0,"APAP"
"Kupffer cell","Endothelial","Sema5a","Plxna3","SEMA5","Cell-Cell Contact",0.0103870563087935,0,0,"APAP"
"Kupffer cell","Endothelial","Sema7a","Plxnc1","SEMA7","Cell-Cell Contact",0,0.901888253964298,0,"APAP"
"Kupffer cell","Endothelial","Vsir","Igsf11","VISTA","Cell-Cell Contact",0.481933966681192,0,0,"APAP"
"Kupffer cell","Endothelial","Cdh3","Cdh3","CDH","Cell-Cell Contact",0,0.00233129097503025,0,"APAP"
"Kupffer cell","Endothelial","Gja5","Gja5","GAP","Cell-Cell Contact",0,0.00837652086842046,0,"APAP"
"Kupffer cell","Endothelial","Gja6","Gja5","GAP","Cell-Cell Contact",0,0.00837652086842046,0,"APAP"
"Kupffer cell","Endothelial","Gjc1","Gja5","GAP","Cell-Cell Contact",0,0.00837652086842046,0,"APAP"
"Kupffer cell","Endothelial","Gja1","Gja6","GAP","Cell-Cell Contact",0.0276013504562194,0,0,"APAP"
"Kupffer cell","Endothelial","Gjc1","Gja1","GAP","Cell-Cell Contact",0,0.292613149015561,0,"APAP"
"Kupffer cell","Endothelial","Gjc1","Gjc1","GAP","Cell-Cell Contact",0,0.0440255893081964,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb18","Pcdhb18","PCDH","Cell-Cell Contact",0,0.0104012337667112,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb19","Pcdhb19","PCDH","Cell-Cell Contact",0,0.0105489554600873,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb19","Pcdhb21","PCDH","Cell-Cell Contact",0,0.00656624172860973,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb21","Pcdhb21","PCDH","Cell-Cell Contact",0,0.00656624172860973,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb16","Pcdhb16","PCDH","Cell-Cell Contact",0,0.00771727380465228,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb22","Pcdhb22","PCDH","Cell-Cell Contact",0,0.014499040893614,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb17","Pcdhb17","PCDH","Cell-Cell Contact",0,0.022726928602392,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb3","Pcdhb3","PCDH","Cell-Cell Contact",0,0.0049936223569164,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb5","Pcdhb5","PCDH","Cell-Cell Contact",0,0.0129609301641356,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb5","Pcdhb9","PCDH","Cell-Cell Contact",0,0.0152765783747394,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb9","Pcdhb9","PCDH","Cell-Cell Contact",0,0.0152765783747394,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb4","Pcdhb4","PCDH","Cell-Cell Contact",0,0.00878283916481317,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb4","Pcdhb12","PCDH","Cell-Cell Contact",0,0.00264850911035931,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb4","Pcdhb10","PCDH","Cell-Cell Contact",0,0.00784051193686401,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb12","Pcdhb12","PCDH","Cell-Cell Contact",0,0.00264850911035931,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb12","Pcdhb10","PCDH","Cell-Cell Contact",0,0.00784051193686401,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb10","Pcdhb10","PCDH","Cell-Cell Contact",0,0.00784051193686401,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb8","Pcdhb8","PCDH","Cell-Cell Contact",0.00113675883607442,0,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb8","Pcdhb6","PCDH","Cell-Cell Contact",0.00113675883607442,0,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb13","Pcdhb13","PCDH","Cell-Cell Contact",0,0.00375968441489959,0,"APAP"
"Kupffer cell","Endothelial","Pcdhb15","Pcdhb15","PCDH","Cell-Cell Contact",0,0.00758355624839423,0,"APAP"
"Kupffer cell","Endothelial","Pcdhga1","Pcdhga1","PCDH","Cell-Cell Contact",0,0.00504628296196901,0,"APAP"
"Kupffer cell","Endothelial","Pcdhga10","Pcdhga10","PCDH","Cell-Cell Contact",0.00120317579620102,0,0,"APAP"
"Kupffer cell","Endothelial","Pcdhga11","Pcdhga11","PCDH","Cell-Cell Contact",0,0.0019339614946821,0,"APAP"
"Kupffer cell","Endothelial","Pcdhga12","Pcdhga12","PCDH","Cell-Cell Contact",0,0.00301368902550714,0,"APAP"
"Kupffer cell","Endothelial","Pcdhga4","Pcdhga4","PCDH","Cell-Cell Contact",0,0.00257762009866089,0,"APAP"
"Kupffer cell","Endothelial","Pcdhga5","Pcdhga5","PCDH","Cell-Cell Contact",0,0.0036950012557072,0,"APAP"
"Kupffer cell","Endothelial","Pcdhga6","Pcdhga6","PCDH","Cell-Cell Contact",0,0.00349390472334546,0,"APAP"
"Kupffer cell","Endothelial","Pcdhgb8","Pcdhgb8","PCDH","Cell-Cell Contact",0,0.00326643119615879,0,"APAP"
"Kupffer cell","Endothelial","Pcdhgb5","Pcdhgb5","PCDH","Cell-Cell Contact",0,0.00249133141324921,0,"APAP"
"Kupffer cell","Endothelial","Pcdhgb6","Pcdhgb6","PCDH","Cell-Cell Contact",0,0.00232886224552472,0,"APAP"
"Kupffer cell","Endothelial","Klk7","F2rl1","KLK","Secreted Signaling",0,0.00934339635445575,0,"APAP"
"Kupffer cell","Endothelial","Tax1bp3","Adgrb1","ADGRB","Cell-Cell Contact",0.00419095354116036,0,0,"APAP"
"Kupffer cell","Endothelial","Tax1bp3","Adgrb2","ADGRB","Cell-Cell Contact",0.00419095354116036,0,0,"APAP"
"Kupffer cell","Endothelial","Cd55b","Adgre5","ADGRE","Cell-Cell Contact",0,0.440005793792833,0,"APAP"
"Kupffer cell","Endothelial","Lpar3","Adgre5","ADGRE","Cell-Cell Contact",0,0.440005793792833,0,"APAP"
"Kupffer cell","Endothelial","Gast","Adgrg1","ADGRG","Cell-Cell Contact",0,0.308960332773839,0,"APAP"
"Kupffer cell","Endothelial","Col4a3","Adgrg6","ADGRG","Cell-Cell Contact",0,0.0410189551652551,0,"APAP"
"Kupffer cell","Endothelial","Col4a6","Adgrg6","ADGRG","Cell-Cell Contact",0,0.0410189551652551,0,"APAP"
"Kupffer cell","Endothelial","Lama2","Adgrg6","ADGRG","Cell-Cell Contact",0,0.0410189551652551,0,"APAP"
"Kupffer cell","Endothelial","Flrt2","Adgrl1","ADGRL","Cell-Cell Contact",0,0.069006655585891,0,"APAP"
"Kupffer cell","Endothelial","Tenm1","Adgrl1","ADGRL","Cell-Cell Contact",0,0.069006655585891,0,"APAP"
"Kupffer cell","Endothelial","Flrt2","Adgrl2","ADGRL","Cell-Cell Contact",0,0.479274708437783,0,"APAP"
"Kupffer cell","Endothelial","Tenm1","Adgrl2","ADGRL","Cell-Cell Contact",0,0.479274708437783,0,"APAP"
"Kupffer cell","Endothelial","Flrt1","Adgrl3","ADGRL","Cell-Cell Contact",0.00131286474409591,0,0,"APAP"
"Kupffer cell","Endothelial","Flrt3","Adgrl3","ADGRL","Cell-Cell Contact",0.0110956580340029,0,0,"APAP"
"Kupffer cell","Endothelial","Tenm3","Adgrl3","ADGRL","Cell-Cell Contact",0.00341364369532639,0,0,"APAP"
"Kupffer cell","Endothelial","Tenm4","Adgrl3","ADGRL","Cell-Cell Contact",0.00935117477244251,0,0,"APAP"
"Kupffer cell","Endothelial","Unc5a","Adgrl3","ADGRL","Cell-Cell Contact",0.00277973494516958,0,0,"APAP"
"Kupffer cell","Endothelial","Flrt2","Flrt2","FLRT","Cell-Cell Contact",0,0.0328669867354933,0,"APAP"
"Kupffer cell","Endothelial","Flrt2","Unc5a","UNC5","Cell-Cell Contact",0,0.0533281226876036,0,"APAP"
"Kupffer cell","Endothelial","Flrt2","Unc5b","UNC5","Cell-Cell Contact",0,0.0175443998147026,0,"APAP"
"Kupffer cell","Endothelial","Flrt1","Unc5c","UNC5","Cell-Cell Contact",0.00131286474409591,0,0,"APAP"
"Kupffer cell","Endothelial","Flrt3","Unc5c","UNC5","Cell-Cell Contact",0.0110956580340029,0,0,"APAP"
"Kupffer cell","Endothelial","Nrxn1","Clstn3","NRXN","Cell-Cell Contact",0.00285858772067243,0,0,"APAP"
"Kupffer cell","Endothelial","Nrxn2","Clstn3","NRXN","Cell-Cell Contact",0.00299902042735486,0,0,"APAP"
"Kupffer cell","Endothelial","Ctsg","Fpr1","CTSG","Secreted Signaling",0,0.0397757614072494,0,"APAP"
"Kupffer cell","Endothelial","Lrfn4","Ptprd","PTPR","Cell-Cell Contact",0.00456519981420131,0,0,"APAP"
"Kupffer cell","Endothelial","Lrrc4c","Ptprf","PTPR","Cell-Cell Contact",0,0.0370225825415584,0,"APAP"
"Kupffer cell","Endothelial","Nrxn1","Lrrtm2","NRXN","Cell-Cell Contact",0.00285858772067243,0,0,"APAP"
"Kupffer cell","Endothelial","Nrxn2","Lrrtm2","NRXN","Cell-Cell Contact",0.00299902042735486,0,0,"APAP"
"Kupffer cell","Endothelial","Nrxn1","Lrrtm3","NRXN","Cell-Cell Contact",0.00285858772067243,0,0,"APAP"
"Kupffer cell","Endothelial","Nrxn2","Lrrtm3","NRXN","Cell-Cell Contact",0.00299902042735486,0,0,"APAP"
"Kupffer cell","Endothelial","Slitrk4","Ptprs","SLITRK","Secreted Signaling",0,0.0319064357083281,0,"APAP"
"Kupffer cell","Endothelial","Entpd1","Adora3","CD39","Cell-Cell Contact",1.28015048587551,0,0,"APAP"
"Kupffer cell","Endothelial","Bdnf","Sort1","NT","Secreted Signaling",0,0.0614782202635098,0,"APAP"
"Kupffer cell","Endothelial","Cadm3","Cadm1","CADM","Cell-Cell Contact",0,0.0621356599263543,0,"APAP"
"Kupffer cell","Endothelial","Cadm3","Epb41l1","CADM","Cell-Cell Contact",0,0.00521533915791359,0,"APAP"
"Kupffer cell","Endothelial","Cadm3","Nectin3","CADM","Cell-Cell Contact",0,0.0647637361693445,0,"APAP"
"Kupffer cell","Endothelial","Ceacam2","Cd209a","CEACAM","Cell-Cell Contact",0,0.0325476480852479,0,"APAP"
"Kupffer cell","Endothelial","Ceacam2","Cd209d","CEACAM","Cell-Cell Contact",0,0.00539985860981502,0,"APAP"
"Kupffer cell","Endothelial","Ceacam2","Cd209b","CEACAM","Cell-Cell Contact",0,0.0205686837517542,0,"APAP"
"Kupffer cell","Endothelial","Ceacam1","Cd209c","CEACAM","Cell-Cell Contact",0.038208980674061,0,0,"APAP"
"Kupffer cell","Endothelial","Ceacam1","Cd209e","CEACAM","Cell-Cell Contact",0.038208980674061,0,0,"APAP"
"Kupffer cell","Endothelial","Ceacam1","Ceacam2","CEACAM","Cell-Cell Contact",0.038208980674061,0,0,"APAP"
"Kupffer cell","Endothelial","Ceacam2","Sele","CEACAM","Cell-Cell Contact",0,0.0203270839511342,0,"APAP"
"Kupffer cell","Endothelial","Ceacam2","Cd8a","CEACAM","Cell-Cell Contact",0,0.0439329251230164,0,"APAP"
"Kupffer cell","Endothelial","Ceacam2","Cd1d2","CEACAM","Cell-Cell Contact",0,0.00970940918171472,0,"APAP"
"Kupffer cell","Endothelial","Ceacam2","Cd1d1","CEACAM","Cell-Cell Contact",0,0.0489557579699855,0,"APAP"
"Kupffer cell","Endothelial","Cntn1","Notch1","CNTN","Cell-Cell Contact",0,0.629373058197839,0,"APAP"
"Kupffer cell","Endothelial","Cntn1","Notch2","CNTN","Cell-Cell Contact",0,0.0282082659422299,0,"APAP"
"Kupffer cell","Endothelial","Clec2f","Klrb1b","CLEC","Cell-Cell Contact",0,0.0357461483178985,0,"APAP"
"Kupffer cell","Endothelial","Clec2h","Klrb1b","CLEC","Cell-Cell Contact",0,0.0357461483178985,0,"APAP"
"Kupffer cell","Endothelial","Clec2e","Klrb1b","CLEC","Cell-Cell Contact",0,0.0357461483178985,0,"APAP"
"Kupffer cell","Endothelial","Clec2f","Klrb1","CLEC","Cell-Cell Contact",0,0.00304917336128426,0,"APAP"
"Kupffer cell","Endothelial","Clec2e","Klrb1","CLEC","Cell-Cell Contact",0,0.00304917336128426,0,"APAP"
"Kupffer cell","Endothelial","Clec2h","Klrb1f","CLEC","Cell-Cell Contact",0,0.0134810694337628,0,"APAP"
"Kupffer cell","Endothelial","Clec2e","Klrb1f","CLEC","Cell-Cell Contact",0,0.0134810694337628,0,"APAP"
"Kupffer cell","Endothelial","Clec2f","Klrb1a","CLEC","Cell-Cell Contact",0,0.00839087764138169,0,"APAP"
"Kupffer cell","Endothelial","Clec2h","Klrb1a","CLEC","Cell-Cell Contact",0,0.00839087764138169,0,"APAP"
"Kupffer cell","Endothelial","Clec2e","Klrb1a","CLEC","Cell-Cell Contact",0,0.00839087764138169,0,"APAP"
"Kupffer cell","Endothelial","Clec2f","Klrb1c","CLEC","Cell-Cell Contact",0,0.0894763890903804,0,"APAP"
"Kupffer cell","Endothelial","Clec2h","Klrb1c","CLEC","Cell-Cell Contact",0,0.0894763890903804,0,"APAP"
"Kupffer cell","Endothelial","Clec2e","Klrb1c","CLEC","Cell-Cell Contact",0,0.0894763890903804,0,"APAP"
"Kupffer cell","Endothelial","Ntn1","Unc5a","Netrin","Cell-Cell Contact",0,0.0533281226876036,0,"APAP"
"Kupffer cell","Endothelial","Ntn1","Unc5b","Netrin","Cell-Cell Contact",0,0.0175443998147026,0,"APAP"
"Kupffer cell","Endothelial","Ntn4","Ntrk2","Netrin","Cell-Cell Contact",0.00200775595644564,0,0,"APAP"
"Kupffer cell","Endothelial","Pecam1","Cd177","PECAM1","Cell-Cell Contact",0.373453043502977,0,0,"APAP"
"Kupffer cell","Endothelial","Reln","Vldlr","RELN","ECM-Receptor",0.0121483570579664,0,0,"APAP"
"Kupffer cell","Endothelial","Slit2","Robo1","SLIT","Secreted Signaling",0,0.0265966069100115,0,"APAP"
"Kupffer cell","Endothelial","Slit2","Robo2","SLIT","Secreted Signaling",0,0.0114961392360653,0,"APAP"
"Kupffer cell","Endothelial","Tulp1","Tyro3","TULP","Secreted Signaling",0,0.00352220137528395,0,"APAP"
"Kupffer cell","Endothelial","Tulp2","Tyro3","TULP","Secreted Signaling",0,0.00352220137528395,0,"APAP"
"Kupffer cell","Endothelial","Tulp1","Axl","TULP","Secreted Signaling",0,0.0569455436617359,0,"APAP"
"Kupffer cell","Endothelial","Tulp1","Mertk","TULP","Secreted Signaling",0,0.461140411728174,0,"APAP"
"Kupffer cell","Endothelial","Tub","Mertk","TULP","Secreted Signaling",0,0.461140411728174,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5a","Fzd1","ncWNT","Secreted Signaling",0,0.00813033105877702,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5a","Fzd10","ncWNT","Secreted Signaling",0,0.00411488734768167,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5a","Fzd4","ncWNT","Secreted Signaling",0,0.0107558609106436,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5a","Fzd5","ncWNT","Secreted Signaling",0,0.0158209035069214,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5a","Fzd6","ncWNT","Secreted Signaling",0,0.00625838504942563,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5a","Fzd7","ncWNT","Secreted Signaling",0,0.0032851276806803,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5a","Fzd9","ncWNT","Secreted Signaling",0,0.00246864720309914,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5b","Fzd1","ncWNT","Secreted Signaling",0,0.00813033105877702,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5b","Fzd10","ncWNT","Secreted Signaling",0,0.00411488734768167,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5b","Fzd4","ncWNT","Secreted Signaling",0,0.0107558609106436,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5b","Fzd5","ncWNT","Secreted Signaling",0,0.0158209035069214,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5b","Fzd6","ncWNT","Secreted Signaling",0,0.00625838504942563,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5b","Fzd7","ncWNT","Secreted Signaling",0,0.0032851276806803,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt5b","Fzd9","ncWNT","Secreted Signaling",0,0.00246864720309914,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt11","Fzd2","ncWNT","Secreted Signaling",0.0060361661439018,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt11","Fzd3","ncWNT","Secreted Signaling",0.0060361661439018,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Wnt11","Fzd8","ncWNT","Secreted Signaling",0.0060361661439018,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Egf","Egfr","EGF","Secreted Signaling",0.0044786531844164,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Tgfa","Egfr","EGF","Secreted Signaling",0.00295544399644626,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Hbegf","Egfr","EGF","Secreted Signaling",0.0206970121375189,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Hbegf","Erbb4","EGF","Secreted Signaling",0.0206970121375189,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Nrg1","Erbb4","NRG","Secreted Signaling",0.00617334421759677,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Nrg2","Erbb4","NRG","Secreted Signaling",0.0129696758155597,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf1","Fgfr1","FGF","Secreted Signaling",0,0.0232993189835825,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf1","Fgfr2","FGF","Secreted Signaling",0,0.00998370147562937,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf1","Fgfr3","FGF","Secreted Signaling",0,0.0243721867579709,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf2","Fgfr1","FGF","Secreted Signaling",0,0.0232993189835825,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf2","Fgfr2","FGF","Secreted Signaling",0,0.00998370147562937,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf2","Fgfr3","FGF","Secreted Signaling",0,0.0243721867579709,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf7","Fgfr1","FGF","Secreted Signaling",0,0.0232993189835825,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf7","Fgfr2","FGF","Secreted Signaling",0,0.00998370147562937,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf3","Fgfr1","FGF","Secreted Signaling",0,0.0232993189835825,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf3","Fgfr2","FGF","Secreted Signaling",0,0.00998370147562937,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf10","Fgfr1","FGF","Secreted Signaling",0,0.0232993189835825,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf10","Fgfr2","FGF","Secreted Signaling",0,0.00998370147562937,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf22","Fgfr2","FGF","Secreted Signaling",0,0.00998370147562937,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf8","Fgfr1","FGF","Secreted Signaling",0,0.0232993189835825,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf8","Fgfr2","FGF","Secreted Signaling",0,0.00998370147562937,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf8","Fgfr3","FGF","Secreted Signaling",0,0.0243721867579709,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf17","Fgfr1","FGF","Secreted Signaling",0,0.0232993189835825,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf17","Fgfr2","FGF","Secreted Signaling",0,0.00998370147562937,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf17","Fgfr3","FGF","Secreted Signaling",0,0.0243721867579709,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf18","Fgfr1","FGF","Secreted Signaling",0,0.0232993189835825,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf18","Fgfr2","FGF","Secreted Signaling",0,0.00998370147562937,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf18","Fgfr3","FGF","Secreted Signaling",0,0.0243721867579709,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf9","Fgfr4","FGF","Secreted Signaling",0.00229397254171534,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf20","Fgfr1","FGF","Secreted Signaling",0,0.0232993189835825,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf20","Fgfr2","FGF","Secreted Signaling",0,0.00998370147562937,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf20","Fgfr3","FGF","Secreted Signaling",0,0.0243721867579709,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf16","Fgfr1","FGF","Secreted Signaling",0,0.0232993189835825,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf16","Fgfr2","FGF","Secreted Signaling",0,0.00998370147562937,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Fgf16","Fgfr3","FGF","Secreted Signaling",0,0.0243721867579709,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Pdgfa","Pdgfra","PDGF","Secreted Signaling",0.0322633588073692,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Pdgfa","Pdgfrb","PDGF","Secreted Signaling",0.0322633588073692,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Pdgfb","Pdgfra","PDGF","Secreted Signaling",0.0481146513003466,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Pdgfb","Pdgfrb","PDGF","Secreted Signaling",0.0481146513003466,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Pdgfc","Pdgfra","PDGF","Secreted Signaling",0.019665034935543,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Pdgfd","Pdgfrb","PDGF","Secreted Signaling",0.00497413526422055,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Vegfd","Flt4","VEGF","Secreted Signaling",0,0.00567548501648633,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Vegfd","Kdr","VEGF","Secreted Signaling",0,0.0110598986225144,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Pgf","Flt1","VEGF","Secreted Signaling",0,0.0169130778893268,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Igf2","Igf1r","IGF","Secreted Signaling",0,0.0445843685257515,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Igf2","Igf2r","IGF","Secreted Signaling",0,0.0896454510690217,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ins1","Insr","INSULIN","Secreted Signaling",0,0.0750521956028553,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ins2","Insr","INSULIN","Secreted Signaling",0,0.0750521956028553,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl11","Ccr3","CCL","Secreted Signaling",0,0.00330000144635966,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl20","Ccr6","CCL","Secreted Signaling",0,0.00211561714454076,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl21a","Ccr7","CCL","Secreted Signaling",0,0.412856787291455,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl19","Ackr4","CCL","Secreted Signaling",0.00199431887170799,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl1","Ccr8","CCL","Secreted Signaling",0.00455316283083254,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl25","Ackr4","CCL","Secreted Signaling",0.0205883887223579,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl1","Ackr4","CCL","Secreted Signaling",0.00455316283083254,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl8","Ackr4","CCL","Secreted Signaling",0.0067707919785444,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl1","Ackr1","CCL","Secreted Signaling",0.00455316283083254,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl2","Ackr1","CCL","Secreted Signaling",0.566764627954676,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl2","Ackr2","CCL","Secreted Signaling",0.566764627954676,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl3","Ackr2","CCL","Secreted Signaling",1.50378162929231,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl4","Ackr2","CCL","Secreted Signaling",1.57491039780486,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl5","Ackr1","CCL","Secreted Signaling",1.27674322270213,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl5","Ackr2","CCL","Secreted Signaling",1.27674322270213,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl7","Ackr1","CCL","Secreted Signaling",0.145841540360763,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl8","Ackr1","CCL","Secreted Signaling",0.0067707919785444,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl22","Ackr2","CCL","Secreted Signaling",0.0354886076518466,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl24","Ackr2","CCL","Secreted Signaling",0.103414781727033,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl17","Ackr1","CCL","Secreted Signaling",0.0969152999847212,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl17","Ackr2","CCL","Secreted Signaling",0.0969152999847212,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Cxcl5","Cxcr1","CXCL","Secreted Signaling",0,0.0027169074702939,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Cxcl5","Cxcr2","CXCL","Secreted Signaling",0,0.0430155255770879,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Cxcl1","Ackr1","CXCL","Secreted Signaling",0.0232176875214318,0,0,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Cxcl2","Ackr1","CXCL","Secreted Signaling",0.892510432811099,0,0,"APAP"
