"source","target","ligand","receptor","pathway_name","annotation","expr_ligand","expr_receptor","interaction_score","group"
"Kupffer cell","Neutrophil","Thbs3","Cd47","THBS","ECM-Receptor",0.00192072479872108,1.16947797266606,0.00224624534365776,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Gzma","F2rl2","PARs","Secreted Signaling",0.257667929365343,0.00869167512843763,0.00223956593306078,"APAP"
"Kupffer cell","Inflammatory neutrophil","Sftpd","Adgre5","ADGRE","Cell-Cell Contact",0.00167294951172933,1.33764631835304,0.00223781475515527,"APAP"
"Kupffer cell","Endothelial","Comp","Sdc4","THBS","ECM-Receptor",0.0135102696590428,0.165056311240388,0.00222995527378453,"APAP"
"Kupffer cell","Inflammatory neutrophil","Ccl4","Ackr2","CCL","Secreted Signaling",0.556791401406815,0.00400240658741497,0.00222850557280665,"APAP"
"Fibroblast / stellate","Kupffer cell","Flt3l","Flt3","FLT3","Secreted Signaling",0.130434907028438,0.0170702699453683,0.00222655907327445,"APAP"
"Neutrophil","Endothelial","Tenm4","Adgrl2","ADGRL","Cell-Cell Contact",0.00464559937172043,0.479274708437783,0.00222651828440006,"APAP"
"Kupffer cell","Endothelial","Lamb3","Dag1","LAMININ","ECM-Receptor",0.0075527312011211,0.29473840648409,0.0022260799588211,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Edn1","Ednrb","EDN","Secreted Signaling",0.147130631692813,0.0151016676128454,0.00222191789549283,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Ptprs","Ntrk3","PTPR","Secreted Signaling",0.137649204209951,0.0161009182751229,0.00221627858762013,"APAP"
"Fibroblast / stellate","Endothelial","H2-DMb1","Cd4","MHC-II","Cell-Cell Contact",0.139959418497391,0.0158056947022182,0.00221215583946975,"APAP"
"Fibroblast / stellate","Kupffer cell","Nectin1","Nectin4","NECTIN","Cell-Cell Contact",0.0663006908371784,0.033351642362576,0.0022112369291933,"APAP"
"Fibroblast / stellate","Kupffer cell","H2-Q1","Cd8b1","MHC-I","Cell-Cell Contact",0.0312140050820232,0.070710551255372,0.00220715950623784,"APAP"
"Activated neutrophil","Endothelial","Cd55b","Adgre5","ADGRE","Cell-Cell Contact",0.00501519819778604,0.440005793792833,0.00220671626404523,"APAP"
"Fibroblast / stellate","Endothelial","Efna4","Epha2","EPHA","Cell-Cell Contact",0.0157585895431861,0.139366830775828,0.00219622468213095,"APAP"
"Fibroblast / stellate","Kupffer cell","Selplg","Selp","SELPLG","Cell-Cell Contact",0.329236038144582,0.00666980777131546,0.00219594108581385,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Gzma","Pard3","PARs","Secreted Signaling",0.257667929365343,0.00852183978840529,0.00219580481266158,"APAP"
"Fibroblast / stellate","Endothelial","Cxcl1","Cxcr1","CXCL","Secreted Signaling",0.619475043920186,0.00354244973357269,0.00219445920429,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Nectin2","Tigit","NECTIN","Cell-Cell Contact",0.00701342785266901,0.312501741693144,0.00219170841919828,"APAP"
"Neutrophil","Endothelial","H2-DMb2","Cd4","MHC-II","Cell-Cell Contact",0.138531556118202,0.0158056947022182,0.0021895874826275,"APAP"
"Kupffer cell","Neutrophil","Cd80","Ctla4","CD80","Cell-Cell Contact",0.0798209588956495,0.0274149635507481,0.00218828867871,"APAP"
"Activated neutrophil","Endothelial","Dll4","Notch1","NOTCH","Cell-Cell Contact",0.00347654035364273,0.629373058197839,0.00218804083432032,"APAP"
"Kupffer cell","Neutrophil","Ccl24","Ccr3","CCL","Secreted Signaling",0.924015653467811,0.00236646587973683,0.00218665151627431,"APAP"
"Kupffer cell","Endothelial","Lta","Tnfrsf1a","LT","Secreted Signaling",0.00233311621825992,0.936478484532487,0.00218491314031422,"APAP"
"Inflammatory neutrophil","Endothelial","Cadm1","Nectin3","CADM","Cell-Cell Contact",0.033655571389259,0.0647637361693445,0.00217966054608251,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Entpd1","Adora2a","CD39","Cell-Cell Contact",0.0522364867857696,0.0416984504133923,0.00217818055400624,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Col9a2","Sdc4","COLLAGEN","ECM-Receptor",0.00553873454333442,0.393067751519305,0.00217709793321076,"APAP"
"Inflammatory neutrophil","Endothelial","Mdk","Sdc4","MK","Secreted Signaling",0.0131872256524958,0.165056311240388,0.00217663482169557,"APAP"
"Activated neutrophil","Endothelial","Cd46","Jag1","CD46","Cell-Cell Contact",0.0292039025593073,0.0744467867224086,0.00217413670529475,"APAP"
"Kupffer cell","Endothelial","Dll1","Notch1","NOTCH","Cell-Cell Contact",0.00344887219052965,0.629373058197839,0.00217062723788713,"APAP"
"Kupffer cell","Neutrophil","Csf3","Csf3r","CSF3","Secreted Signaling",0.00334281668806861,0.648789794165125,0.00216878535098377,"APAP"
"Kupffer cell","Inflammatory neutrophil","Pros1","Axl","PROS","Secreted Signaling",0.190478976685184,0.0113799526109034,0.00216764172805077,"APAP"
"Kupffer cell","Endothelial","Cxcl3","Cxcr2","CXCL","Secreted Signaling",0.0176326344527016,0.122794110927827,0.00216518367093486,"APAP"
"Activated neutrophil","Endothelial","Vegfd","Flt4","VEGF","Secreted Signaling",0.00250963672858962,0.860539805455361,0.00215964230218414,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Retn","Cap1","RESISTIN","Secreted Signaling",0.0050168247415329,0.429744705000198,0.00215595386858775,"APAP"
"Fibroblast / stellate","Endothelial","Wnt5b","Fzd5","ncWNT","Secreted Signaling",0.077393767688056,0.027841419861098,0.00215475238083545,"APAP"
"Neutrophil","Endothelial","H2-T24","Cd8a","MHC-I","Cell-Cell Contact",0.0489358834467322,0.0439329251230164,0.00214989650329394,"APAP"
"Neutrophil","Endothelial","Ctsg","Fpr1","CTSG","Secreted Signaling",0.0540298411445575,0.0397757614072494,0.0021490780702375,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a5","Sdc4","COLLAGEN","ECM-Receptor",0.0130048327647202,0.165056311240388,0.00214652972444285,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Tnfsf13b","Tnfrsf13b","BAFF","Secreted Signaling",0.0206806413668154,0.103267960729618,0.00213564766053162,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","C3","Cr2","COMPLEMENT","Secreted Signaling",0.601283370143082,0.00354975521816475,0.00213440878076109,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Vegfa","Kdr","VEGF","Secreted Signaling",0.0743548125080179,0.0286904024172551,0.00213326949251459,"APAP"
"Neutrophil","Endothelial","Clec2d","Klrb1a","CLEC","Cell-Cell Contact",0.253620024821972,0.00839087764138169,0.00212809459568535,"APAP"
"Fibroblast / stellate","Endothelial","Edn3","Ednrb","EDN","Secreted Signaling",0.00481114090693143,0.442259750748847,0.00212777397831708,"APAP"
"Inflammatory neutrophil","Endothelial","Sele","Glg1","SELE","Cell-Cell Contact",0.00518695964223788,0.409755397499654,0.00212538471001985,"APAP"
"Kupffer cell","Endothelial","Thbs3","Cd36","THBS","ECM-Receptor",0.00192072479872108,1.10465588160528,0.00212173994585236,"APAP"
"Kupffer cell","Endothelial","Clec2d","Klrb1","CLEC","Cell-Cell Contact",0.695013682562185,0.00304917336128426,0.00211921720659669,"APAP"
"Fibroblast / stellate","Kupffer cell","Fgf18","Fgfr3","FGF","Secreted Signaling",0.0607348586371713,0.0348793696270186,0.00211839358365062,"APAP"
"Kupffer cell","Endothelial","Col4a5","Sdc4","COLLAGEN","ECM-Receptor",0.0128310926764071,0.165056311240388,0.00211785282635131,"APAP"
"Neutrophil","Endothelial","Lamc3","Cd44","LAMININ","ECM-Receptor",0.0133832234346878,0.158098365543042,0.00211586575072147,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Col1a2","Sdc4","COLLAGEN","ECM-Receptor",0.0269212116515829,0.0785846206824963,0.00211559320595284,"APAP"
"Inflammatory neutrophil","Endothelial","Cd80","Cd274","CD80","Cell-Cell Contact",0.106332205980482,0.019896047420099,0.00211559061247141,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Jag1","Notch1","NOTCH","Cell-Cell Contact",0.0137833423442307,0.153435167689714,0.00211484944391177,"APAP"
"Activated neutrophil","Endothelial","Sdc1","Adgra2","ADGRA","Cell-Cell Contact",0.0186328331573141,0.113411804424897,0.00211318322991905,"APAP"
"Kupffer cell","Endothelial","Lamc3","Cd44","LAMININ","ECM-Receptor",0.0133481826494223,0.158098365543042,0.00211032585984366,"APAP"
"Kupffer cell","Endothelial","Col1a2","Sdc4","COLLAGEN","ECM-Receptor",0.0127542064459879,0.165056311240388,0.00210516226877314,"APAP"
"Fibroblast / stellate","Kupffer cell","Clec2i","Klrb1b","CLEC","Cell-Cell Contact",0.0926551390937109,0.0226711151502217,0.00210059532765333,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Ccl8","Ccr5","CCL","Secreted Signaling",0.00700064399540486,0.299990916735533,0.0021001296099206,"APAP"
"Kupffer cell","Endothelial","Wnt5a","Fzd4","ncWNT","Secreted Signaling",0.00290403124714088,0.721906272189549,0.00209643837194544,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Nectin1","Nectin4","NECTIN","Cell-Cell Contact",0.0663006908371784,0.0315726223949489,0.00209328667632648,"APAP"
"Inflammatory neutrophil","Endothelial","Cadm1","Cadm1","CADM","Cell-Cell Contact",0.033655571389259,0.0621356599263543,0.00209121113847014,"APAP"
"Fibroblast / stellate","Endothelial","H2-Ob","Cd4","MHC-II","Cell-Cell Contact",0.132108121995952,0.0158056947022182,0.0020880606439514,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Gzma","Pard3","PARs","Secreted Signaling",0.27999045970655,0.00744586616674709,0.00208477149094097,"APAP"
"Fibroblast / stellate","Endothelial","H2-T10","Cd8a","MHC-I","Cell-Cell Contact",0.0473935264549145,0.0439329251230164,0.00208213624905946,"APAP"
"Fibroblast / stellate","Kupffer cell","Lamb1","Sv2c","LAMININ","ECM-Receptor",0.355923905351692,0.00584049330158725,0.00207877118508133,"APAP"
"Fibroblast / stellate","Endothelial","Tnfsf13b","Tnfrsf13b","BAFF","Secreted Signaling",0.0914575266560151,0.0227285638391549,0.00207869823317245,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Clec2g","Klrb1f","CLEC","Cell-Cell Contact",0.00397854980945786,0.522422274157281,0.00207848303930499,"APAP"
"Neutrophil","Endothelial","Cd200","Cd200r1","CD200","Cell-Cell Contact",0.118466457301323,0.0175090249081375,0.00207423215166767,"APAP"
"Activated neutrophil","Endothelial","Lta","Tnfrsf1b","LT","Secreted Signaling",0.0328392069372832,0.0628321701437942,0.00206335863767065,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Nrxn2","Clstn1","NRXN","Cell-Cell Contact",0.173108109668139,0.0118967776299972,0.00205942868667101,"APAP"
"Kupffer cell","Endothelial","Ccl3","Ccr5","CCL","Secreted Signaling",0.642957181303942,0.00319855173761603,0.00205653180947243,"APAP"
"Inflammatory neutrophil","Endothelial","Col4a5","Cd44","COLLAGEN","ECM-Receptor",0.0130048327647202,0.158098365543042,0.00205604280426287,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Cxcl13","Cxcr5","CXCL","Secreted Signaling",0.129428918267381,0.0158194124868304,0.00204748944579595,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Ccl25","Ccr9","CCL","Secreted Signaling",0.0205883887223579,0.0991716204411321,0.00204178387186816,"APAP"
"Neutrophil","Endothelial","H2-Ob","Cd4","MHC-II","Cell-Cell Contact",0.128958528746236,0.0158056947022182,0.00203827913461023,"APAP"
"Kupffer cell","Neutrophil","Sele","Ceacam1","CEACAM","Cell-Cell Contact",0.00298824491735827,0.681872010806648,0.00203760057058183,"APAP"
"Inflammatory neutrophil","Endothelial","Angptl4","Sdc4","ANGPTL","Secreted Signaling",0.0123443090969108,0.165056311240388,0.00203750612434726,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Cd96","Pvr","CD96","Cell-Cell Contact",0.0202398747090393,0.100664776746518,0.00203744246896293,"APAP"
"Kupffer cell","Neutrophil","Nectin2","Cd226","NECTIN","Cell-Cell Contact",0.0308956842059848,0.0658580718942615,0.00203473019166015,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Gas6","Tyro3","GAS","Secreted Signaling",1.68321774343069,0.00120872174386026,0.00203454188613606,"APAP"
"Kupffer cell","Endothelial","Col4a5","Cd44","COLLAGEN","ECM-Receptor",0.0128310926764071,0.158098365543042,0.00202857478027126,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Ccl8","Ccr5","CCL","Secreted Signaling",0.0067707919785444,0.299077250825463,0.00202498985085416,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Ngf","Ngfr","NGF","Secreted Signaling",0.133890394258972,0.0150988534500499,0.00202159144128562,"APAP"
"Kupffer cell","Endothelial","Col1a2","Cd44","COLLAGEN","ECM-Receptor",0.0127542064459879,0.158098365543042,0.00201641919290922,"APAP"
"Inflammatory neutrophil","Endothelial","H2-T24","Cd8b1","MHC-I","Cell-Cell Contact",0.0321970709786408,0.0626141139406265,0.00201599107081105,"APAP"
"Activated neutrophil","Endothelial","Nrxn2","Dag1","NRXN","Cell-Cell Contact",0.00681228879677949,0.29473840648409,0.00200784314447221,"APAP"
"Kupffer cell","Neutrophil","Il16","Cd4","IL16","Secreted Signaling",0.0914176529570677,0.0219509676327551,0.00200670594112303,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Angptl4","Sdc4","ANGPTL","Secreted Signaling",0.0356858667668467,0.0562095842334394,0.00200588773397437,"APAP"
"Inflammatory neutrophil","Endothelial","Sdc2","Adgra2","ADGRA","Cell-Cell Contact",0.0176842341552268,0.113411804424897,0.00200560090541667,"APAP"
"Kupffer cell","Neutrophil","Angptl4","Sdc4","ANGPTL","Secreted Signaling",0.0485413243738477,0.0412959355105244,0.00200455940093786,"APAP"
"Inflammatory neutrophil","Endothelial","Flrt3","Adgrl2","ADGRL","Cell-Cell Contact",0.00417931658856041,0.479274708437783,0.00200304073945148,"APAP"
"Kupffer cell","Endothelial","Thbs1","Sdc1","THBS","ECM-Receptor",0.0660457890242586,0.0302108801945432,0.00199530141956595,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Pf4","Cxcr3","CXCL","Secreted Signaling",0.0329051921354271,0.0605910433722229,0.00199375992384899,"APAP"
"Kupffer cell","Neutrophil","Tnfsf12","Tnfrsf12a","TWEAK","Secreted Signaling",0.0976377422947382,0.0203584760833079,0.00198775564133561,"APAP"
"Fibroblast / stellate","Endothelial","H2-Q10","Cd8a","MHC-I","Cell-Cell Contact",0.0452300220216249,0.0439329251230164,0.00198708717078843,"APAP"
"Kupffer cell","Inflammatory neutrophil","Gas6","Axl","GAS","Secreted Signaling",0.174022350743544,0.0113799526109034,0.00198036610469954,"APAP"
"Fibroblast / stellate","Kupffer cell","Ccl8","Ccr5","CCL","Secreted Signaling",0.00700064399540486,0.28193415532623,0.00197372065158411,"APAP"
"Fibroblast / stellate","Endothelial","Sema6d","Plxna1","SEMA6","Cell-Cell Contact",0.0600055888616576,0.0328304829958705,0.00197001246477985,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Entpd1","Adora1","CD39","Cell-Cell Contact",0.334422112042267,0.00589018907288658,0.00196980947008301,"APAP"
"Kupffer cell","Endothelial","H2-DMb2","Cd4","MHC-II","Cell-Cell Contact",0.123959400003925,0.0158056947022182,0.00195926443193218,"APAP"
"Fibroblast / stellate","Endothelial","Sema6a","Plxna4","SEMA6","Cell-Cell Contact",0.0243091489479394,0.0805560202521236,0.00195824829496209,"APAP"
"Fibroblast / stellate","Endothelial","H2-Q1","Cd8b1","MHC-I","Cell-Cell Contact",0.0312140050820232,0.0626141139406265,0.0019544372707491,"APAP"
"Fibroblast / stellate","Kupffer cell","Col4a4","Sdc1","COLLAGEN","ECM-Receptor",0.124685866359889,0.0156458953666178,0.00195082201876291,"APAP"
"Kupffer cell","Neutrophil","Mag","Mag","MAG","Cell-Cell Contact",0.0558734563423217,0.0348432471412031,0.00194681264796874,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Lama3","Cd44","LAMININ","ECM-Receptor",0.003150887677073,0.617458364245952,0.00194554195100822,"APAP"
"Kupffer cell","Endothelial","Sema4d","Cd72","SEMA4","Cell-Cell Contact",0.0586558263496654,0.0330783639159148,0.00194023876978294,"APAP"
"Inflammatory neutrophil","Endothelial","Lamc3","Cd44","LAMININ","ECM-Receptor",0.0122694501671986,0.158098365543042,0.0019397800175459,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","C3","C3ar1","COMPLEMENT","Secreted Signaling",0.601283370143082,0.00322272136362707,0.00193776876255379,"APAP"
"Fibroblast / stellate","Endothelial","Sema4d","Cd72","SEMA4","Cell-Cell Contact",0.0585254692188916,0.0330783639159148,0.00193592676917217,"APAP"
"Activated neutrophil","Endothelial","Gzma","F2rl1","PARs","Secreted Signaling",0.207032006217562,0.00934339635445575,0.00193438209214883,"APAP"
"Kupffer cell","Inflammatory neutrophil","Sell","Podxl","SELL","Cell-Cell Contact",0.28465788520613,0.00678034217278657,0.00193007786387936,"APAP"
"Activated neutrophil","Endothelial","Lamc3","Dag1","LAMININ","ECM-Receptor",0.00654612478418795,0.29473840648409,0.00192939438753756,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Lamb2","Cd44","LAMININ","ECM-Receptor",0.00311609188260324,0.617458364245952,0.00192405699667228,"APAP"
"Kupffer cell","Neutrophil","Fn1","Sdc4","FN1","ECM-Receptor",0.04657167957005,0.0412959355105244,0.00192322107614159,"APAP"
"Fibroblast / stellate","Kupffer cell","Wnt11","Fzd7","ncWNT","Secreted Signaling",0.0369078131357841,0.0519021836924631,0.00191559609706057,"APAP"
"Activated neutrophil","Endothelial","Cxcl10","Cxcr3","CXCL","Secreted Signaling",0.0338047468719877,0.0566013193623948,0.00191339327366629,"APAP"
"Fibroblast / stellate","Kupffer cell","Fgf7","Fgfr1","FGF","Secreted Signaling",0.0283123098903673,0.0674555852573811,0.00190982343364307,"APAP"
"Neutrophil","Endothelial","Lamb2","Cd44","LAMININ","ECM-Receptor",0.0120449186258911,0.158098365543042,0.00190428194785233,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Nectin2","Cd226","NECTIN","Cell-Cell Contact",0.0460744817727988,0.0413193152490911,0.00190376603730878,"APAP"
"Fibroblast / stellate","Endothelial","Efnb1","Epha4","EPHB","Cell-Cell Contact",0.0829328525991163,0.0229317690907323,0.00190179702583867,"APAP"
"Fibroblast / stellate","Endothelial","Cdh4","Cdh4","CDH","Cell-Cell Contact",0.00934938992365348,0.203245508576782,0.00190022150991559,"APAP"
"Kupffer cell","Neutrophil","C4b","Cr2","COMPLEMENT","Secreted Signaling",0.8673931640712,0.00218919922430431,0.00189889644195153,"APAP"
"Fibroblast / stellate","Kupffer cell","Cd200","Cd200r2","CD200","Cell-Cell Contact",0.423146544260967,0.00448589365334863,0.00189819039733668,"APAP"
"Fibroblast / stellate","Kupffer cell","Penk","Oprl1","OPIOID","Secreted Signaling",0.712594234239494,0.00266359450938408,0.00189806208973907,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Sema5a","Plxnb3","SEMA5","Cell-Cell Contact",0.643381152778102,0.00294815409102749,0.00189678677765274,"APAP"
"Kupffer cell","Inflammatory neutrophil","Lta","Tnfrsf1a","LT","Secreted Signaling",0.00233311621825992,0.808692774286579,0.00188677422727763,"APAP"
"Neutrophil","Endothelial","H2-DMb1","Cd4","MHC-II","Cell-Cell Contact",0.119069801853364,0.0158056947022182,0.00188198093634788,"APAP"
"Activated neutrophil","Endothelial","Sdc2","Adgra2","ADGRA","Cell-Cell Contact",0.0165702012972461,0.113411804424897,0.00187925642880445,"APAP"
"Inflammatory neutrophil","Endothelial","Jag1","Notch1","NOTCH","Cell-Cell Contact",0.00298423147805796,0.629373058197839,0.0018781948917156,"APAP"
"Fibroblast / stellate","Kupffer cell","Ppbp","Cxcr2","CXCL","Secreted Signaling",0.0205822875690189,0.0911488284592049,0.00187605139892653,"APAP"
"Kupffer cell","Endothelial","Ceacam1","Cd1d1","CEACAM","Cell-Cell Contact",0.038208980674061,0.0489557579699855,0.00187054961015918,"APAP"
"Kupffer cell","Inflammatory neutrophil","Pvr","Tigit","PVR","Cell-Cell Contact",0.0910328615498991,0.0205183139739631,0.00186784083522914,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Wnt5a","Fzd1","ncWNT","Secreted Signaling",0.257548327157322,0.00725229251636276,0.00186781580564479,"APAP"
"Activated neutrophil","Endothelial","Col4a5","Sdc4","COLLAGEN","ECM-Receptor",0.0113081779348143,0.165056311240388,0.0018664861367704,"APAP"
"Kupffer cell","Neutrophil","Cxcl9","Cxcr3","CXCL","Secreted Signaling",0.0280911605402502,0.0664104117921029,0.00186554553919609,"APAP"
"Activated neutrophil","Endothelial","Entpd1","Tmigd3","CD39","Cell-Cell Contact",0.512434624087173,0.00363484404628569,0.00186261994247391,"APAP"
"Fibroblast / stellate","Endothelial","Pf4","Cxcr3","CXCL","Secreted Signaling",0.0329051921354271,0.0566013193623948,0.00186247728873827,"APAP"
"Kupffer cell","Endothelial","H2-T10","Cd8a","MHC-I","Cell-Cell Contact",0.0423139914262509,0.0439329251230164,0.00185897741698544,"APAP"
"Kupffer cell","Inflammatory neutrophil","Dll1","Notch1","NOTCH","Cell-Cell Contact",0.00344887219052965,0.53769914760212,0.00185445563703645,"APAP"
"Fibroblast / stellate","Endothelial","Wnt11","Fzd7","ncWNT","Secreted Signaling",0.0369078131357841,0.0501966332954567,0.0018526479617142,"APAP"
"Fibroblast / stellate","Kupffer cell","Cd96","Pvr","CD96","Cell-Cell Contact",0.0202398747090393,0.0910328615498991,0.00184249371217528,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Pecam1","Cd177","PECAM1","Cell-Cell Contact",0.127312368295423,0.0144015597840174,0.00183349668325138,"APAP"
"Neutrophil","Endothelial","Col1a1","Sdc1","COLLAGEN","ECM-Receptor",0.0606619561792218,0.0302108801945432,0.0018326510904971,"APAP"
"Inflammatory neutrophil","Endothelial","Sftpd","Adgre5","ADGRE","Cell-Cell Contact",0.00415835817193546,0.440005793792833,0.00182970168831738,"APAP"
"Fibroblast / stellate","Endothelial","Col4a3","Adgrg6","ADGRG","Cell-Cell Contact",0.044552362723031,0.0410189551652551,0.00182749136904219,"APAP"
"Fibroblast / stellate","Endothelial","Lama3","Dag1","LAMININ","ECM-Receptor",0.00619392076662862,0.29473840648409,0.00182558633664483,"APAP"
"Fibroblast / stellate","Endothelial","Il16","Cd4","IL16","Secreted Signaling",0.114993665734466,0.0158056947022182,0.0018175547732879,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Clec2d","Klrb1","CLEC","Cell-Cell Contact",0.527729854792927,0.00344395694425127,0.00181747889810281,"APAP"
"Inflammatory neutrophil","Endothelial","Tnfsf14","Tnfrsf14","LIGHT","Secreted Signaling",0.245657782267154,0.00737050377344967,0.00181062161117734,"APAP"
"Kupffer cell","Neutrophil","Cd276","Treml2","CD276","Cell-Cell Contact",0.00510990012546814,0.353374984733992,0.00180571087882953,"APAP"
"Activated neutrophil","Endothelial","Cxcl10","Ackr1","CXCL","Secreted Signaling",0.0338047468719877,0.0534090472198138,0.00180547932193984,"APAP"
"Fibroblast / stellate","Kupffer cell","Wnt5b","Fzd4","ncWNT","Secreted Signaling",0.077393767688056,0.0233050561000956,0.00180366609776791,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Penk","Oprm1","OPIOID","Secreted Signaling",0.712594234239494,0.00253081072382109,0.00180344112974639,"APAP"
"Kupffer cell","Inflammatory neutrophil","F11r","F11r","JAM","Cell-Cell Contact",0.10879073091297,0.0165751842689398,0.00180322641163512,"APAP"
"Activated neutrophil","Endothelial","Sftpd","Adgre5","ADGRE","Cell-Cell Contact",0.00407380980474476,0.440005793792833,0.00179249991689775,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","H2-Q1","Cd8b1","MHC-I","Cell-Cell Contact",0.0312140050820232,0.0573860249131556,0.00179124767327635,"APAP"
"Activated neutrophil","Endothelial","Col4a5","Cd44","COLLAGEN","ECM-Receptor",0.0113081779348143,0.158098365543042,0.00178780444876404,"APAP"
"Kupffer cell","Neutrophil","H2-T10","Cd8a","MHC-I","Cell-Cell Contact",0.0423139914262509,0.0421009347170507,0.00178145859065443,"APAP"
"Kupffer cell","Endothelial","Ccl4","Ccr5","CCL","Secreted Signaling",0.556791401406815,0.00319855173761603,0.00178092610445943,"APAP"
"Kupffer cell","Neutrophil","Jag1","Notch2","NOTCH","Cell-Cell Contact",0.0149204789143407,0.119290345108889,0.0017798690788816,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Cd80","Ctla4","CD80","Cell-Cell Contact",0.0683082981193003,0.0260435978372226,0.00177899384516416,"APAP"
"Kupffer cell","Endothelial","Sdc1","Adgra2","ADGRA","Cell-Cell Contact",0.0156458953666178,0.113411804424897,0.00177442922537126,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Col4a1","Sdc4","COLLAGEN","ECM-Receptor",0.0225791579910783,0.0785846206824963,0.00177437456605904,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Gas6","Tyro3","GAS","Secreted Signaling",0.096185075685988,0.0183561051040091,0.00176558335872907,"APAP"
"Kupffer cell","Endothelial","H2-Ob","Cd4","MHC-II","Cell-Cell Contact",0.11134217166475,0.0158056947022182,0.00175984037281501,"APAP"
"Monocyte-derived macrophage / DC-like","T cell","Il4","Il4ra","IL4","Secreted Signaling",0.00745944333994853,0.235511668121589,0.00175678594424976,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Col4a4","Cd44","COLLAGEN","ECM-Receptor",0.00283887609986494,0.617458364245952,0.00175288779291953,"APAP"
"Inflammatory neutrophil","Endothelial","Flrt1","Adgrl2","ADGRL","Cell-Cell Contact",0.0036491656824347,0.479274708437783,0.00174895281849006,"APAP"
"Activated neutrophil","Endothelial","Lama4","Dag1","LAMININ","ECM-Receptor",0.00591325451006442,0.29473840648409,0.00174286321143125,"APAP"
"Inflammatory neutrophil","Endothelial","Cdh4","Cdh4","CDH","Cell-Cell Contact",0.00856887640325256,0.203245508576782,0.00174158564251065,"APAP"
"Inflammatory neutrophil","Endothelial","Efna1","Epha2","EPHA","Cell-Cell Contact",0.0124660451430332,0.139366830775828,0.00173735320389294,"APAP"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Pvr","Cd226","PVR","Cell-Cell Contact",0.042039890310671,0.0413193152490911,0.00173705948078382,"APAP"
"Inflammatory neutrophil","Endothelial","Col1a1","Sdc4","COLLAGEN","ECM-Receptor",0.0104949292494932,0.165056311240388,0.00173225430865019,"APAP"
"Monocyte-derived macrophage / DC-like","NK cell","Clec2g","Klrb1a","CLEC","Cell-Cell Contact",0.00397854980945786,0.435090485456338,0.00173102916800924,"APAP"
"Kupffer cell","Neutrophil","Col4a4","Cd44","COLLAGEN","ECM-Receptor",0.00166895578569752,1.03718316524093,0.00173101284445692,"APAP"
"Kupffer cell","Neutrophil","Agrn","Dag1","AGRN","ECM-Receptor",0.0594371890564115,0.029052997386111,0.00172682849829371,"APAP"
"Kupffer cell","Inflammatory neutrophil","F2","F2r","PARs","Secreted Signaling",0.0436214165539178,0.0395068357379093,0.00172334413845055,"APAP"
