sample_id,group,celltype_manual,n_cells,Neutrophil_inflammation1_mean,Chemokine_recruitment1_mean,IL1_TNF_inflammatory1_mean,IFN_response1_mean,Antigen_presentation1_mean,Kupffer_resident_identity1_mean,Phagocytosis_efferocytosis1_mean,Tissue_repair_ECM1_mean,Endothelial_activation1_mean,ROS_degranulation1_mean,T_NK_activation1_mean,Anti_inflammatory_repair1_mean
con3,Control,B cell,1634,-0.28535639822113756,-0.16710675536279818,-0.08633239899442295,-0.10301596581639906,1.671355150068591,-0.03545856377938423,-0.037871537523726954,-0.07843009195830433,-0.009604941841281554,0.04135918236633208,-0.2921382978400531,-0.09661330115005283
con3,Control,Cytotoxic T / NK-like,426,-0.28612272393281946,0.18125441148378216,-0.09665660779745965,0.2518380038654678,0.5199781959598063,-0.05014674586197002,-0.07082729589768155,-0.10038361847247085,-0.04795542111833415,-0.061418791145852115,0.8599346183198797,-0.10913241899876286
con3,Control,Endothelial,2578,-0.2526258339897968,-0.10553263835116221,0.027783558939764336,0.1642847787160026,0.5576877492661371,-0.0523419030405748,0.34701279914618577,-0.06146770392910788,0.7141181871645143,0.02734080797442548,-0.3088020306630708,0.08857026353342198
con3,Control,Fibroblast / stellate,42,-0.2677542456814076,-0.14725757570012724,0.009501686577623363,0.06304738775519059,0.39574370625401595,-0.03519783611879206,0.35319781617759377,0.8018998771231427,-0.06904919137497252,0.04678230904127037,-0.25773317637746257,-0.055011612438490017
con3,Control,Inflammatory neutrophil,931,1.8037452978576358,0.2013997698381168,0.5749820084948926,0.14813744964519368,0.5545307141092897,-0.0208519352042885,-0.04351632456690055,0.129747445707925,-0.03777837745568984,0.24367760966913232,-0.23595003469590553,0.07976424028785326
con3,Control,Kupffer cell,363,-0.12207493537341253,0.05205685828279447,0.13583329688839052,0.22967365011037635,1.0595471072860518,2.3020989663380256,0.5035443599439423,0.04768348295078996,0.1823812945417837,0.5605527433528472,-0.3149564693172454,1.3173572914462328
con3,Control,Monocyte-derived macrophage / DC-like,328,-0.10387582537571262,0.24462627197487394,0.15958313120285816,0.2100088888568173,1.586209418803382,0.24137676161972849,0.07290643208229544,0.10338188389884007,-0.07025275313189261,0.4575031139177305,-0.4535007254348829,0.36560758463636994
con3,Control,NK cell,849,-0.14430026657308653,0.29359018159693806,-0.07535504979965847,-0.06287385160014251,0.643661598612298,-0.046384635063653507,-0.06462660461083396,-0.0852936716922839,-0.037353309788396225,-0.08431229761351675,1.0665365339668291,-0.11374847432588621
con3,Control,Neutrophil,28,2.292160390605473,-0.06045913055586281,0.0867928399621525,0.09349226919779297,0.41050045066328905,-0.045392321272555367,-0.049569868439468444,0.27788503662427344,-0.06690087398589456,0.5692521096811913,-0.268865482258127,0.32973296065450364
con3,Control,T cell,2842,-0.32614873338306766,-0.04924094952605242,-0.08042662241029372,-0.072739014005087893,0.5294090233497107,-0.04272522103642042,-0.059352303987971304,-0.10341275626809719,-0.03851951263094407,-0.07950296734459399,0.4359213846111518,-0.11489467007417088
