sample_id,group,myeloid_subtype,n_cells,Kupffer_resident_score1_mean,Monocyte_derived_Mph_score1_mean,Inflammatory_Mph_score1_mean,Injury_response_Mph_score1_mean,Neutrophil_score1_mean,Activated_neutrophil_score1_mean,Interferon_response_score1_mean,Antigen_presentation_score1_mean,Neutrophil_inflammation1_mean,Chemokine_recruitment1_mean,IL1_TNF_inflammatory1_mean,IFN_response1_mean,Antigen_presentation1_mean,Kupffer_resident_identity1_mean,Phagocytosis_efferocytosis1_mean,Tissue_repair_ECM1_mean,Endothelial_activation1_mean,ROS_degranulation1_mean,T_NK_activation1_mean,Anti_inflammatory_repair1_mean
con1,Control,Activated inflammatory neutrophil,3,-0.5231345965543305,-0.18326673599301704,1.938465279793462,0.16308294203681345,1.2903073314211864,1.6375437576676142,-0.05524825732792934,0.010084337655659728,1.6858071902777159,0.429509431724334,0.8342279812932337,0.08233307149483414,0.627593955625624,-0.4688317742625671,-0.13935937955564454,0.0063731316396563875,0.049162953123837304,0.21049502143109056,-0.06029670057179666,-0.24576733478125354
con1,Control,Activated neutrophil,39,-0.5215163313595137,-0.4115508799521336,0.43210216247331257,-0.12214012574017373,1.271588736911369,0.2870344355395925,-0.2415167133048304,1.5523649585301063,1.1168623687139156,-0.07929158026291382,0.16475810260670015,-0.1044028747285189,1.4436657505150958,-0.4546045838398498,-0.09519158376357609,-0.03447370608071914,-0.013846625245532141,0.020599136158225798,0.01141407450977028,-0.3085648769208935
con1,Control,Antigen-presenting macrophage / Mo-Mac,106,0.09992708857607199,0.9061514647722779,0.379086178556537,1.0071048556451991,-0.2963126030510592,-0.024938295073995854,0.05394351355005047,2.0514078441475587,-0.03874323691364779,0.35729925736992446,-0.06044331609111796,0.18137842388108863,1.7485741274321451,0.07806425801310049,0.12771390933529195,0.015511940955371865,-0.038436862908984,0.35401476569915574,-0.08004424281525709,0.3170558747565541
con1,Control,Antigen-presenting myeloid with lymphoid-like signal,7,0.01583276605716085,0.32257343628268736,-0.15593635729841876,0.3632238537674827,-0.32675928766478374,-0.6880648716775509,0.01164868135294354,1.6745503208492216,-0.31366602696143026,0.06923003599835843,-0.2420282649308697,0.047753210699567075,1.584378176886416,-0.008945057163566987,-0.015284628445627517,-0.11178175544473402,0.051683046300837025,0.07586480720596708,0.7737531997199179,-0.052265289445505514
con1,Control,CCR7+ DC-like antigen-presenting myeloid,3,-0.5040909013202609,-0.6587752076139685,0.1826772215483983,-0.38040384525524423,-0.033514707963410974,-0.5906487195826662,-0.1778606728906096,2.0470712312473576,-0.09736066578672534,0.19071029373762427,-0.008379795651115395,-0.036136696221713144,1.8732932967858638,-0.4565970090257031,-0.08363037277933887,-0.08640509186476081,-0.08676067942462087,0.1687058814619679,0.25616949132093436,-0.3524754644889245
con1,Control,Cycling neutrophil,4,0.009467507997128893,0.7810616162884925,0.13844360645618625,0.5806876827639271,1.11665714430403,-0.35077141934402234,-0.006531582058954488,0.7672963854575159,0.7289778441644701,0.026061311895045597,-0.06282007882463277,0.07353728235494744,0.9241911275136058,-0.043785369179131395,-0.022533048328200467,-0.07323501892639372,-0.036465546186484996,0.4300771620964776,0.1617328037782885,0.3063473686722322
con1,Control,DC-like antigen-presenting myeloid,95,-0.6155126744110334,0.39372904209237247,-0.037635107230149754,-0.04208874234176676,-0.32923059814341554,-0.5561322115253383,-0.1667827252162807,2.12245983974054,-0.2614913815507675,0.0425400859821735,-0.12492120206213499,0.04930748781028657,1.7160334921648615,-0.554006305970446,-0.0768468155822254,0.045793578435258615,-0.058302911841937595,0.20450759686875108,-0.0436113029086322,-0.25805369058227906
con1,Control,IFN-responsive inflammatory neutrophil,3,-0.5566299749029326,0.18199662176027653,0.836409185350575,0.058909608643238756,1.6772405832073662,0.8090002028270868,0.6711580345494694,0.11753606369160605,1.5428671828733678,0.12453527535445749,0.3046689649364992,0.604845742852685,0.5981562644524048,-0.4859594886830602,-0.06602112941581657,0.0892059505381277,0.006451019391668196,0.14301932359004638,0.015994502968201256,-0.34672895993920194
con1,Control,Inflammatory neutrophil,85,-0.5883222599664251,-0.23762925874633395,0.47865633084948034,-0.10224449460594151,1.2665603828768766,0.39559868025608996,-0.09235542999365567,0.09844259407524544,1.146886076317167,0.05072711196040061,0.14496652571628696,-0.013803263863124892,0.6558518032565366,-0.5135977896953235,-0.12386575080052052,-0.031370059000651186,-0.04283409169710737,-0.04592528586251987,0.6119381511037714,-0.3556633935763144
con1,Control,Mature neutrophil,36,-0.39352186497730396,0.8230984285073728,-0.14304089194207156,0.1708992669366022,3.2126118934519723,-0.08890909163486095,-0.13054582928606784,0.1527690862465093,2.1666888537300095,-0.1331477421809145,-0.08467633562587167,0.03395959943483623,0.5080722195686419,-0.3513761818347319,-0.0714534996775793,0.20392422493990991,-0.037467828613002865,0.3206079944190972,0.057400728879562234,0.07404661660693301
con1,Control,Monocyte-derived macrophage,45,-0.6170807481663345,1.7643602527233735,-0.045972509071005765,0.595958932744002,-0.295683321332505,-0.43256526967561826,-0.17883928270530225,0.21819317575579,-0.21259015815179053,0.0819803902857367,-0.20664278173161452,0.07502184390545749,0.6790372200011984,-0.5243724307133386,-0.0734573985171802,0.15734608891477214,-0.03958626164049607,0.45374438197462985,-0.027156509780183972,-0.08401921169832884
con1,Control,Neutrophil with erythroid/ambient signal,11,-0.4685864066805661,0.1364763358212684,0.5713393335833428,0.23989190881797212,2.0780415280190465,0.7079303284193564,-0.12503122634129718,0.15026784081472339,1.731856750566179,-0.01247459440968077,0.3142230405836335,0.013722133338506035,0.640530206846617,-0.41134552538453795,-0.06983126930578401,0.15043056878520458,-0.03462471159756775,0.20736066644617732,0.022625843015556084,-0.13011030343111588
